source,Target,weight
68061,68091,2
84021,84031,7
10451,10489,1
40231,46069,1
44521,44511,5
67699,67769,1
43519,43749,2
62239,63109,7
95061,95051,5
52049,52119,4
59051,59691,2
17309,17359,2
65199,76541,1
71189,71029,1
76041,75089,1
63229,63031,2
481,44251,2
25539,25509,1
7379,1339,5
52361,52351,1
67139,67229,1
63291,63301,8
93059,92159,9
43191,43181,9
58329,58349,2
66429,66101,1
40011,40101,5
45469,45261,1
52349,52369,1
65059,67109,1
56069,56059,5
64629,67459,4
21421,21431,3
42061,42149,3
94021,94031,10
50261,50301,2
28471,28481,1
64391,63351,7
18159,18141,1
84029,84019,16
67529,67539,2
46469,46459,1
64369,64431,1
78231,78241,2
67361,67351,2
70379,70201,9
46491,48011,1
28059,28659,1
N4559, N4569,1
78091,78101,1
50111,50121,2
55351,55371,2
43149,43591,1
56089,56079,5
7361,7351,6
41011,41021,12
84479,84469,10
23291,23301,1
66021,66031,1
43891,43961,1
44229,44371,4
11271,11301,2
59329,59089,1
92149,92139,8
75131,75121,6
58081,58091,1
40191,40201,6
42241,42301,1
28091,21681,3
12211,12151,3
84241,84281,5
95039,95049,4
84229,84521,1
65191,55281,2
12119,12059,6
28111,28121,1
84499,84701,1
83159,83169,4
27041,27051,1
31171,31191,2
98019,95151,2
62091,66069,1
7571,7021,1
60121,60241,1
71021,71071,1
83261,83271,1
83151,83139,3
54248,53169,1
66339,66349,7
42259,41141,1
16021,16031,7
28381,28421,1
46989,46979,1
44641,44791,3
64339,64411,3
44269,44321,1
12179,12199,3
10341,10351,4
21601,21621,2
14249,14059,3
3391,3331,2
11511,11019,2
43439,43429,3
10169,10149,9
22509,22499,1
26201,26249,2
23119,23109,1
96029,96019,3
54009,54261,4
22141,22151,1
59751,59589,1
75369,75319,10
91099,91089,5
52159,52149,3
60221,60039,6
78171,78181,1
66009,66361,2
84641,84559,2
52339,52309,1
66141,66329,1
54539,54601,2
65239,65529,2
91089,90069,2
76519,75271,2
91069,91059,5
11381,11401,1
46731,46741,2
75351,77339,2
11161,11171,11
92289,92059,1
5649,14061,9
20209,20181,1
23519,24011,2
20069,20271,2
8069,4159,1
52509,52329,11
53269,53009,1
17249,17259,1
75099,75219,1
21389,21379,1
67021,67081,1
49181,49129,2
55261,55271,8
67591,67421,1
62131,62141,9
77011,77181,2
58021,58399,1
59399,59409,7
58141,58161,4
45199,45189,1
53239,53391,5
54349,54399,3
77221,77169,1
28449,28431,1
70361,70341,1
20019,16159,1
76419,76189,1
22521,22451,2
44499,44461,1
90061,91081,2
16011,16031,1
28389,28091,5
9038,8138,17
91111,91101,1
14491,14501,2
20159,20199,2
92279,92061,3
9023,9212,12
43221,43231,1
96139,96149,2
64369,64359,7
66261,66271,1
93079,93069,6
11321,11331,3
40211,40221,6
27391,27409,3
61079,61101,1
74019,73039,1
65269,65279,4
18271,18281,2
51031,51041,11
96121,76099,1
65139,65129,1
29011,29021,1
58101,58249,1
11529,11519,4
11161,11459,1
8011,8058,2
93021,93031,10
50279,50259,1
24611,24621,1
77009,77191,9
1019,4159,4
60229,60159,7
27421,27411,2
5239,10021,3
40011,54371,1
8019,4329,3
46211,47711,2
84351,84339,1
54161,54189,1
19091,19021,3
10471,10329,2
13159,13139,5
77119,77109,1
58299,58259,3
84049,84039,12
24041,24501,2
67349,67359,2
49071,45441,1
54391,54341,4
22049,22399,1
41129,41119,3
53071,53081,7
75019,76059,1
44089,44569,1
53231,53229,5
84299,84431,1
10421,10431,1
71201,71211,3
25351,25369,1
67549,67559,3
84619,84629,10
41159,41149,7
64479,64081,1
92069,92059,16
64079,64059,5
25189,25179,1
96169,96269,4
25531,25541,1
43691,43381,1
84451,72169,1
96281,76061,3
72019,52079,1
54359,55321,1
75249,75259,6
67211,64029,1
52119,52099,1
6189,5049,1
71069,71059,7
83199,83189,1
97031,97041,2
55141,55021,2
84191,84351,2
45091,45101,7
48099,48089,2
59319,59309,2
11261,11259,1
23321,23331,1
63349,63359,6
11199,11189,5
40341,40359,1
60251,60249,1
67399,67581,1
94061,94071,4
46821,46831,1
46699,46401,1
78059,98099,10
45021,45031,9
82061,83101,11
40019,7539,11
26221,26431,2
64031,64021,2
47611,47621,1
76391,76199,3
60119,60059,2
60081,60071,1
48149,48069,1
40309,43409,1
76279,76269,4
44199,44249,1
78121,78111,3
21169,28539,2
19029,19099,3
92041,92051,14
22489,21371,3
26331,26349,2
20179,20169,4
65399,65389,1
98151,98161,1
58241,58109,1
27121,31011,2
82051,92249,3
98029,98019,3
52109,52419,2
17109,19049,2
68101,68121,2
52369,3223,1
81139,82119,1
10079,10069,7
46011,46509,1
22411,22341,2
59529,59259,4
14291,14271,5
26251,26241,2
2171,2051,8
80319,80309,2
15201,16011,1
4019,4167,1
14219,14209,4
44089,44689,1
22309,22299,1
77179,77349,1
77021,77141,1
80249,80231,3
28299,28289,6
7111,50251,1
54051,54469,3
64009,64551,3
11179,11169,11
40221,40231,6
80111,80049,8
50161,50171,8
81199,81189,8
21299,22079,1
19011,19031,1
14151,14041,2
63341,63061,2
67089,67039,1
21521,21531,1
50169,51011,5
24351,24461,1
71299,71339,1
27531,27141,3
48039,48029,3
76399,76369,5
67439,67259,1
27509,27149,1
44159,44169,6
21071,21051,1
76161,76171,2
92099,91079,5
26131,26121,1
10361,10371,5
24689,24699,1
59429,59569,2
77031,3111,1
25441,25681,2
44899,44131,1
76209,76199,7
62049,62039,13
46271,46269,2
60061,83119,1
43401,43531,7
44399,44111,2
43529,43641,3
27169,27129,1
93181,93171,1
10051,10061,7
10131,11519,2
58151,58211,1
2061,4111,10
78109,78099,1
68069,68119,2
5019,5069,6
75271,75281,4
17109,17151,3
21529,21519,2
53169,53159,4
46309,46279,2
67201,67211,3
44909,44029,2
59431,59371,2
25229,25239,2
66369,66389,5
24681,24671,1
60011,60021,4
2111,2151,2
81149,81139,4
6161,6151,4
55271,59011,7
48041,48051,2
27231,27241,2
24269,24631,1
67161,65021,1
67389,67371,2
22341,27331,2
42239,42309,1
53179,53041,2
77221,77239,1
80091,81081,6
84109,85091,5
11099,11089,6
84679,84669,4
52439,52359,1
20031,20051,4
49059,49049,1
85059,85099,3
13171,13181,1
46501,46581,1
54531,53241,8
71049,71189,2
97099,97089,2
72019,3111,1
76259,76239,1
22189,22199,1
55219,55309,2
58101,58151,3
64489,64499,6
99111,99009,1
90051,90061,2
10291,11131,6
1619,4168,1
65161,65171,6
92261,92251,1
76519,76549,2
58089,58079,1
49011,49021,1
67341,67171,2
84361,84371,1
80161,80211,6
59341,59289,1
59549,59559,2
43421,43541,1
60059,80109,8
20189,20259,2
45099,45079,6
25761,25771,1
62149,62139,5
64109,63219,11
18221,18301,1
67441,67611,2
20051,20271,3
50169,51109,1
3217,28041,1
15049,14189,8
43389,43519,4
47031,47041,1
84061,84101,3
64351,64431,1
21241,21161,1
67189,67101,2
81069,81049,10
55071,55081,7
63261,63271,7
53261,53391,2
44361,43969,1
55251,55261,8
16211,16221,2
58021,58339,1
14039,14029,2
64481,64471,9
65281,65271,4
47501,47511,1
96201,96299,2
12099,12089,9
50029,50019,5
44699,44721,1
33031,33041,1
47179,47189,2
98239,98049,5
63399,63319,5
59141,59111,5
6039,6189,2
44461,44521,3
5022,4222,8
11171,11181,8
49099,45149,2
96431,95161,1
18171,18181,1
44451,44571,1
44091,44879,1
99031,99041,7
12201,42311,1
43211,43501,1
50061,50031,7
21559,21461,1
45129,45141,2
83121,83159,2
98309,76249,1
49121,49189,2
76451,76441,1
17031,17041,6
60241,60251,1
98139,98129,1
46979,46339,1
63311,63391,4
78101,77371,2
55279,55269,8
44009,44461,7
25811,25091,1
67281,67651,1
2181,1611,1
98091,78051,9
28359,28349,3
60181,60089,4
55241,55251,8
5012,5013,4
25791,25801,1
7419,7531,6
63189,63179,16
96019,85109,6
64209,63139,3
7539,7518,5
481,44641,1
70039,70029,5
55271,55281,1
25549,25539,1
99029,99019,7
24559,24549,1
65389,65289,1
20249,20129,1
76281,75229,1
18211,18201,1
43461,43401,3
64141,64151,1
50069,40129,7
53119,51089,2
42259,51091,1
14169,14041,2
70269,71161,2
10101,10449,1
9111,9121,10
52369,52039,6
80149,80279,5
75051,96289,3
54401,54411,1
67051,64129,1
83299,83151,3
64061,64401,4
76189,76409,1
22071,21291,1
10389,10169,2
42089,42059,14
11309,11291,1
91071,92249,1
56199,56039,2
71081,71091,8
76069,95151,1
53341,53341,1
55509,55159,1
80119,80149,7
52321,52501,10
49141,49151,3
53379,53379,1
17171,17239,1
96151,96141,2
97169,97159,1
72029,71099,5
59581,59471,3
67391,67441,2
80011,80031,14
75109,75039,1
5419,5649,2
66049,66039,7
52361,52449,2
34029,34019,1
54041,54051,13
25499,25429,1
68039,67571,2
28641,28229,1
76421,76461,1
4329,6161,2
64361,64031,6
67181,67009,1
54601,54371,3
54319,53231,1
66361,66041,2
49199,49141,2
65539,65549,1
76191,76201,7
46481,46881,1
20189,20201,1
18331,18221,1
26031,26049,1
70241,70021,7
66569,66549,2
64211,64221,3
60019,7369,6
66379,66359,9
78069,78169,1
47099,47121,1
24539,24431,1
92231,92069,4
13099,8121,4
23389,22091,1
54429,54439,1
44129,44449,5
11429,11169,3
25651,25609,1
72139,71299,1
1329,1239,3
42319,28109,3
27279,27309,3
17009,17239,11
5013,5023,11
44221,44239,4
59329,59331,1
44099,44599,1
10018,5013,4
64471,64419,6
7351,7241,1
45071,45091,7
14151,14351,1
28319,28449,7
72019,83119,13
46191,46299,3
44279,44139,2
46088,46501,5
18041,18131,7
54509,54591,1
23519,23039,1
44201,44211,7
24571,24581,1
62051,63011,1
46409,46691,1
84301,84371,2
25349,25339,1
44999,45019,9
40011,40271,7
58371,58299,3
67349,67611,1
77031,77021,8
83249,83239,2
23041,23051,3
11269,11239,5
15169,15159,9
50121,50229,1
53059,53059,1
20171,20239,2
92141,92151,8
42061,3223,1
65229,65259,1
70099,70271,2
59229,59219,1
92279,92059,1
10379,10369,6
66479,66459,4
10241,10261,5
11351,12121,2
52501,52131,1
14121,15141,1
21429,21419,3
54399,54339,3
93061,93129,1
21551,21771,2
84481,84701,7
64011,64541,3
66031,66041,6
68119,55281,2
29029,21059,2
84431,96259,1
54609,54101,1
62261,64059,1
58339,58211,2
26079,26089,1
42089,42149,5
43251,43261,4
31051,31149,1
55301,55211,1
80211,80149,4
21419,21409,1
67049,67039,3
5319,3059,2
48089,48079,2
22099,23469,1
45351,45371,3
22009,22251,3
25511,25811,1
16039,16019,1
25459,25449,3
63039,63029,9
15201,15221,5
26071,25701,1
53309,53419,2
58071,58081,1
481,44049,3
59349,59369,1
45151,45049,1
43329,43409,4
59009,59359,2
77099,77089,1
25801,25729,1
53241,53391,2
84681,84691,1
52271,52369,12
43049,43029,11
80309,80299,2
17061,17071,6
23181,22221,1
60061,84451,1
63069,63249,2
94039,94029,11
83081,83251,1
53191,53201,1
98129,98049,1
92251,92191,1
26279,26289,2
76361,76391,3
46331,46971,1
40231,44269,4
84471,84621,10
46569,46579,1
71339,70079,1
61031,61041,11
12141,12211,2
67139,67531,1
99021,99031,7
71151,71141,5
51139,53011,1
99099,99089,1
21511,21521,1
84639,84619,10
59459,59709,2
59509,59729,1
28261,28271,5
43011,43631,1
66101,63219,2
27401,27399,4
54479,54359,5
44369,44359,4
47141,47151,2
75281,75291,4
42161,42171,9
23451,23461,1
54069,56269,4
49151,49171,2
67741,67561,1
11299,11301,1
23169,23159,1
1012,1013,1
20159,20149,3
44169,43529,3
44291,44111,3
75379,84481,1
46651,46951,2
44871,44099,1
81191,82121,2
45439,45399,4
48061,48071,1
64059,64049,9
55211,55221,1
65319,65329,1
15129,15119,2
96361,96371,1
82081,82091,7
31199,31179,4
62069,70309,3
18141,11361,10
27431,27351,1
91089,91111,1
72021,72061,11
61069,60269,1
43351,43361,1
20299,17079,7
84111,84121,2
22491,22501,2
51101,51021,2
85101,96011,5
23239,23229,2
1341,80011,2
72041,72051,7
12101,42141,9
54381,54289,3
46279,46281,1
19079,19069,2
45261,45271,4
28329,28621,1
27221,27231,2
58451,58351,2
78219,98099,1
59421,59431,6
11589,11599,1
26431,26441,2
2049,2151,12
14279,14299,4
45421,45439,5
11131,11141,9
66311,66321,1
65339,65349,3
67571,67561,2
46219,46109,4
9179,9048,7
58491,58501,1
47069,47059,1
64081,64091,2
53129,53129,1
49139,49011,1
57071,57081,3
28059,28049,1
67719,67609,1
1119,1019,7
15121,15131,1
60269,60209,9
16081,16009,1
71059,62249,7
44231,44261,3
76169,76159,1
23231,23341,1
54091,54101,2
75201,75109,1
83171,83181,1
80259,80111,3
54089,54079,4
65119,65109,1
65801,67379,1
46971,46981,1
66421,66431,4
84391,84401,2
60039,60029,7
1411,1421,4
28149,28139,1
94039,93131,1
65021,67179,1
47621,58381,3
10421,10451,1
50089,50279,1
28501,28511,13
70121,70131,5
42149,12109,10
44361,51091,1
54219,54621,1
95141,95061,5
23469,23451,1
52129,52109,12
7517,4029,3
98039,98101,3
43319,42319,1
20331,20329,1
61099,61069,1
45201,45211,1
84159,84041,1
51101,52071,6
94009,94069,8
25709,26079,1
45321,45389,4
68059,68049,4
20169,20159,2
11599,11609,1
67249,67259,6
26069,25561,1
92051,92061,14
90069,90059,2
71291,72131,1
82091,82111,1
14119,14011,6
14359,14041,1
21601,21611,4
47129,47169,2
31159,31059,1
46269,46451,2
48069,48059,3
43519,43599,3
50231,50331,1
53319,53319,1
6029,10011,4
25361,25359,1
22461,22451,4
64229,64219,3
6129,6069,9
84089,84661,1
62021,62031,9
23021,23031,1
11051,11159,1
95909,96039,3
14211,18019,2
63211,64101,10
52071,72011,1
45029,44999,9
64311,64321,1
61041,66089,2
59099,59073,3
44291,44391,4
96209,85099,1
63369,66379,8
43301,43261,1
16149,16199,3
59349,59059,1
95051,95041,6
5259,5239,3
27331,27341,3
20061,20081,3
28441,28069,1
16109,16041,1
16061,16071,8
81109,70251,9
65151,65161,5
64241,64541,1
43829,43819,1
59431,59711,3
76081,76091,9
58381,58229,2
76141,76399,1
56049,56039,3
10149,10141,1
46029,45139,3
25329,24529,1
53049,53039,10
45341,45331,1
23019,22161,1
53009,53221,7
1121,1211,15
43659,43589,1
44141,44251,4
11519,14369,2
75171,75159,2
3151,3041,2
28661,28671,3
58209,58199,1
11101,11111,9
67231,67221,2
44821,44661,3
81111,81069,1
67119,67109,3
11069,11161,1
51099,44369,1
84361,84311,2
28671,28681,3
54341,54449,1
74011,74021,2
3519,3539,6
24209,24199,1
59741,59751,2
43619,43629,6
58129,58119,4
76319,76231,2
53311,53121,2
17099,16159,5
64071,64039,7
15079,15221,2
63271,63281,7
18151,18171,1
16229,16219,2
46911,46921,1
55101,67011,7
58281,58371,3
54441,54359,1
44169,44179,2
52411,52099,1
66499,66489,6
77281,77279,1
59051,59061,10
26089,26099,1
25621,25631,1
43751,43781,3
14089,14069,8
13159,13069,2
45161,45151,1
66331,66421,2
66431,64491,1
26041,26039,1
4223,4143,6
70289,71011,1
25689,25449,2
44259,43268,2
17251,17161,4
22299,22281,1
44581,44591,1
67229,67239,1
64579,67609,1
46281,46421,1
58331,58041,1
63081,63091,8
3509,3519,7
67761,67319,1
83341,83351,1
16131,16141,4
43161,43171,1
67511,67521,1
54391,55181,1
15111,15121,1
11561,11579,1
76091,96129,1
51019,50161,2
21159,21149,3
44141,44041,1
31149,31139,1
43051,43061,9
59339,59089,1
17059,20101,3
75179,75419,1
27359,27389,2
44669,44659,2
34051,34009,1
53309,53229,1
46219,46219,1
50241,60199,2
20169,20181,1
80179,80199,1
43631,43201,2
13029,13019,8
71149,71159,6
67269,67339,2
21591,21671,1
77129,77119,1
80159,2151,2
6151,6069,1
77351,77341,1
25771,25781,1
28399,28389,4
65331,65551,1
40181,40121,8
70019,81099,8
28459,28291,2
67201,67269,1
25661,25671,1
82131,82141,1
76111,76041,1
65191,68119,3
59251,59261,2
43759,43769,2
28651,3241,1
57121,57131,5
46619,46361,2
26111,24691,1
57059,57049,4
25671,25669,1
66191,66201,1
43511,43381,2
28189,28019,5
12059,12049,6
59269,59259,2
45181,45191,1
11119,11109,11
45109,45099,6
17019,3241,1
15109,15099,2
76139,76069,6
52449,52179,4
59461,59639,2
23491,23481,1
43391,43411,2
16241,17291,2
65329,65189,1
44661,44671,1
63079,63241,5
46389,46499,7
71331,71291,1
9191,9159,2
59249,59389,1
71031,71191,4
22561,22491,1
71229,71219,3
65431,67591,3
53051,53061,12
52149,52139,3
52129,52049,4
57141,57019,1
83111,72011,16
42201,42299,1
3391,3511,4
5271,5241,2
44621,44551,2
25411,25421,2
97049,97039,3
63371,64331,1
14501,14391,2
71129,70409,1
28341,28351,2
43179,43189,14
28271,28341,1
43809,43549,1
71029,71179,3
54169,56249,1
17329,17319,1
43341,40321,1
80069,80049,13
75061,75229,2
1521,1411,4
7529,7517,3
7369,7379,11
95159,98011,1
59649,59399,2
46181,46071,1
10209,10199,8
14121,14131,10
98229,98149,1
58011,58021,5
20039,20029,5
42099,42151,1
46401,46411,3
60081,60201,1
75279,75269,1
54091,54531,1
76079,76061,4
16171,16181,3
94049,94089,12
10391,10049,4
46421,46411,1
51049,51039,11
3217,44161,1
43081,43091,10
10199,10189,9
60179,60159,13
67441,67271,5
28431,28251,3
18179,18159,1
67541,67381,2
28539,28409,7
10049,10017,18
75259,84481,3
92241,92161,7
59651,59451,3
78069,78059,10
44171,44161,3
45009,44631,2
58489,58119,1
67211,65019,2
65489,65469,1
66131,66141,4
80301,80311,3
64351,64361,7
96281,76071,1
52251,52239,1
10381,13051,3
62221,62051,4
11301,11311,3
64421,64039,1
53159,53149,6
76221,76039,2
92309,92069,1
66211,66291,1
76199,77021,1
60021,60031,7
16169,17091,4
53399,53269,2
55031,55041,5
92229,92219,2
80051,80169,1
46561,46551,1
6029,5012,2
49229,49211,1
18049,15059,2
21361,21371,3
28679,28669,2
21649,21639,2
13059,10519,5
83181,83191,2
7419,7529,7
76369,76359,6
94019,93099,6
21539,21529,2
24299,24289,1
25471,25501,1
64191,73021,1
44049,44149,1
11181,19021,1
40351,40361,1
55259,55249,7
64611,66499,2
10371,10381,2
N4569, N4579,1
65201,65151,2
17011,17021,5
58009,58259,7
25071,25519,1
49101,49111,2
67591,67411,4
28439,28441,1
53311,53311,1
53361,53069,5
93071,93081,7
46891,46901,1
56209,56199,5
17099,17121,1
84241,94049,1
67401,67181,3
44361,40239,2
44281,44291,6
67291,67331,2
53351,53351,1
31069,31151,1
66111,66121,3
45009,44241,1
25181,25191,1
65419,65429,1
63371,64341,2
64491,64481,8
25599,25579,1
71179,70281,1
70241,70019,4
10481,10459,1
45279,45269,2
65559,65339,1
54381,54291,1
29021,29031,2
64491,64081,1
21379,21399,1
16151,19051,2
21609,21599,6
52329,72011,2
14049,14159,2
21049,21159,3
77189,77069,1
10449,10439,1
11239,11229,5
32049,32039,1
10179,10169,5
26171,26131,1
67559,67701,1
76061,76051,9
7359,7369,5
21359,21251,2
68109,68089,2
44279,44141,3
17139,17129,6
58151,58111,3
56241,56289,1
58449,58439,1
63231,63131,1
80289,80249,3
17029,17019,6
21571,21631,1
71051,71061,6
83371,83381,1
28041,28659,5
20161,20171,4
58259,58319,4
54191,54201,8
81191,82081,1
71121,71101,1
58531,59529,1
14471,14211,5
46579,46589,1
67659,67289,2
23489,23499,1
59479,59759,1
54239,54229,12
28461,28471,1
17221,12119,2
48121,48131,3
23079,23069,3
54109,54311,6
99189,98069,1
71221,71169,3
3031,3011,17
65289,65229,7
97011,97141,1
25711,25741,1
44041,44051,8
18081,18061,1
26121,26111,1
1012,1113,6
76241,98301,1
55029,55149,1
44329,44301,2
59049,59039,16
74031,74041,2
66071,61049,2
67171,65029,2
47681,47659,1
2161,93139,1
10381,10239,2
46071,46011,1
99009,99129,1
14189,14179,13
55171,55241,5
43201,43221,2
52259,52501,5
43471,43401,1
46191,46279,1
15181,18241,3
43311,43211,1
65431,65199,1
41051,41061,15
1549,82051,1
59429,8057,1
45301,45469,1
44791,44801,3
47551,47541,3
59361,59341,2
40189,40179,13
11271,11281,4
52261,52271,4
80119,80251,2
42311,43311,1
16209,15229,6
67101,65049,2
67319,67429,1
24049,23089,2
53281,53271,4
65249,65161,1
55049,55221,2
54651,66451,6
9048,9037,2
59701,59651,2
75071,76281,1
76231,76241,18
42059,42049,17
75109,75111,1
70131,70141,4
58481,58491,2
71189,71071,1
21591,21601,5
11491,10461,2
10499,10017,4
71161,71151,5
26321,26331,2
44469,44491,1
96419,96309,1
23139,23129,1
46641,46661,2
84039,84301,1
1529,1519,6
18311,18321,1
13121,13069,1
66389,62131,2
78169,78209,1
92241,92099,6
77339,77279,2
44541,44061,2
71169,70379,6
62219,62059,2
40071,40081,10
14161,28659,1
66531,64491,1
64389,64379,4
52079,50161,4
21399,21421,7
80231,81089,1
76141,76201,2
70011,70319,2
64389,64421,6
28639,28319,4
76079,3111,1
78191,78051,1
51029,51019,9
20089,20269,1
84301,84369,2
20121,29039,4
26221,25661,1
58511,58521,1
58201,58069,2
32119,32109,1
42219,42209,2
28201,28059,1
2049,80151,3
53141,53151,5
46811,46821,1
78061,78079,3
10461,10471,2
92129,92119,8
63341,63059,5
99109,99099,1
24279,24269,1
21171,21551,3
4219,4239,1
59041,59051,15
21089,21079,3
14031,10361,9
93201,93029,14
80101,60051,9
43741,43511,1
52079,51099,6
65061,65071,4
44069,44059,7
67381,67391,4
11189,11401,2
18199,18189,1
42231,42169,3
43779,43789,2
1029,4111,3
11319,11309,3
81141,81151,6
4239,5059,9
11519,18041,3
66051,63149,1
40019,7031,2
70069,70059,5
96429,96219,1
15149,15041,2
22369,22239,2
29041,29121,1
64099,64089,1
22459,22529,2
51099,40249,7
63221,63231,5
40049,40189,3
7589,1559,4
96331,96341,1
71131,71091,7
14379,14031,3
85051,85061,6
80269,80091,1
82061,83299,3
70109,60219,10
46101,46211,4
67339,67299,2
59149,59159,4
1121,7331,1
65379,65311,1
20011,28241,1
65321,65311,1
47579,47589,2
58009,58151,2
28591,28601,2
71169,70261,2
44481,44469,1
3218,28659,1
47079,46719,1
47809,47119,2
2159,2089,5
23441,23351,1
76349,76319,2
55011,55151,1
22489,21399,2
96209,96449,1
93091,94011,5
24621,24629,1
51071,51131,3
20109,17189,8
54631,54659,1
55021,55031,1
52161,52171,2
71171,71021,4
21421,21241,6
52199,52189,2
24601,24611,1
75419,75021,1
58069,58059,3
23231,23371,1
99129,99119,1
10261,10271,5
80159,4111,4
59359,59709,1
40029,40279,7
66241,66251,1
46981,46991,1
65529,67529,4
13091,13101,5
40361,43789,1
45311,45261,3
4329,6189,1
77061,77181,1
58161,58139,2
18149,18151,1
97091,98061,2
52539,52371,1
27159,27279,3
1013,1112,5
48051,48061,2
92209,92141,1
22419,21379,2
14051,14241,3
11201,11211,8
13121,13071,1
92091,92101,7
10201,10281,5
65151,65241,1
49169,49159,3
70079,70401,1
71079,71031,2
15199,15169,8
28141,28151,1
57049,57039,4
43569,43809,1
67321,67301,2
22599,22449,8
66069,52069,6
43789,43759,2
2061,4168,4
31141,31061,1
60119,60191,1
46781,46791,2
23479,23371,1
26269,26279,2
17079,17069,7
53269,53269,1
82069,82221,7
46169,46159,2
44111,44109,2
5013,54371,1
9059,9213,1
65191,65439,1
27379,22599,8
55201,55199,2
13191,9047,2
75171,75141,2
62121,66381,2
10351,10179,2
65201,65079,1
46411,46461,2
46859,46679,2
78271,78279,1
97181,97189,1
21329,21319,1
81139,81129,2
92151,93051,8
53041,53041,1
98109,97121,1
96049,95909,2
60159,60161,6
67301,67291,2
17141,17059,4
83011,83031,10
63019,63151,1
25369,25371,1
54079,54011,2
63141,66059,1
72131,72141,1
58311,58251,4
61101,61089,1
52181,52191,1
77349,77359,1
65551,65541,1
40279,40019,6
68049,68039,4
96031,95901,4
67629,64621,2
59119,59149,8
11029,11519,4
66271,66151,1
46649,46291,1
22031,22039,1
14171,15141,5
14389,14381,7
15191,15201,7
54031,54041,13
96101,96259,3
4223,4151,3
95161,95171,1
13079,13141,3
83169,83291,2
53161,54011,7
81169,81159,4
16041,16051,8
24401,24411,1
21261,21259,3
76071,76081,10
95901,96201,3
41129,41031,3
54461,55201,3
96109,96119,3
55231,55319,4
82091,82109,2
10329,10209,2
14109,14089,10
33059,33049,1
44631,44641,2
96061,95151,1
18121,18119,3
28649,28639,11
43011,43021,9
9022,9111,11
43241,43251,5
52361,52279,11
54299,54289,8
54369,54371,1
51011,51021,9
15229,15071,1
59521,58539,1
53221,53221,1
96269,96181,3
20261,20059,1
28011,28021,5
50231,50241,4
22449,22489,2
77201,77079,1
64349,64331,1
43789,40311,1
71089,70079,2
67441,67341,1
22079,22069,1
84029,84641,3
46101,46101,1
1339,1349,1
84461,84471,10
14051,14279,2
45329,45279,2
21629,21609,1
78111,78101,6
11449,11059,1
59021,59031,14
18189,18179,1
43961,44369,1
44339,44329,5
1519,1629,6
45221,45181,1
28281,28291,7
59061,59671,9
53399,53249,2
21041,21171,3
11361,11351,2
75259,62071,1
10119,10651,4
58121,58131,2
82069,82049,13
46111,46121,1
52081,60081,10
80169,80159,10
10091,10101,7
45299,44549,3
66171,66181,1
84341,84521,1
21471,21481,1
47071,47081,1
84061,85091,11
13209,13049,2
20081,21011,3
21379,22481,3
46611,46621,3
64621,64461,7
59259,59099,6
95089,95079,3
10111,10131,10
67651,67039,1
84549,84649,1
59271,57129,3
99089,99079,1
75469,76511,1
63139,63239,2
42051,42061,17
54039,54019,4
84661,84671,5
7241,50249,1
92119,92109,8
84051,84061,12
96089,96079,1
85071,96071,1
64181,64191,1
67169,67159,2
58301,57129,1
20101,28311,1
14131,14151,14
98319,98309,1
66031,66111,2
47661,47671,1
18339,18121,2
76179,76169,1
52099,50159,8
77011,77069,2
14209,14199,4
52109,52099,6
11061,11071,8
84281,84061,3
44539,44799,1
75009,75129,4
67251,67431,1
17069,17049,5
54519,54309,1
58461,58479,1
46209,46709,2
41049,41119,3
60219,60089,4
83109,83011,2
21459,21719,1
78049,77019,14
62091,62101,2
44041, E4402,1
96321,96331,1
59031,59041,17
96119,96229,1
58181,58191,2
54609,54369,1
63131,64201,2
66099,3223,1
14391,14331,2
83049,83149,2
81049,81029,10
53299,53299,1
42221,42231,2
67041,67051,7
48091,48101,1
24451,24381,1
50179,50169,6
14011,14239,3
67009,67449,1
54329,54319,12
75329,75339,1
43181,43171,14
84621,84611,10
80271,80141,7
28499,28469,11
43131,44219,1
93029,93019,16
67021,67659,1
40261,51111,7
46529,46491,11
63149,62059,2
67599,65199,2
53041,53051,12
44139,44891,1
43471,43461,6
54009,54391,1
59159,59091,1
53369,53369,1
1639,1619,1
94071,85021,5
59241,59231,4
52029,52019,3
66031,66369,4
44261,46499,5
70071,71331,1
80029,1319,3
54231,54241,11
42319,12209,1
96229,96311,2
59091,59101,1
75349,84609,5
84281,84059,2
77011,77241,6
8031,8111,27
21639,21759,1
64051,64061,3
53261,53249,1
22009,22011,1
21641,21679,1
13101,4311,1
96411,96441,1
46921,46931,1
45249,45239,1
43669,43679,1
81081,81201,1
99101,99111,1
28551,28561,2
59111,57111,4
47809,47819,1
58321,58271,2
54071,54081,5
43453,28299,7
20109,17051,3
55189,55209,7
65401,65251,1
14341,14051,1
27361,27309,4
81179,80279,2
54379,5049,1
76439,76449,2
70079,70089,2
28291,12209,1
55019,56209,2
43769,43453,2
43349,43339,1
22471,27529,1
20199,20189,5
50259,7211,1
77341,77171,1
27389,27379,8
85021,85031,5
17191,16991,1
16009,17011,1
50041,50161,2
43491,43481,6
16011,16021,7
9023,9213,2
2169,2159,2
84019,83099,13
75311,75361,9
28369,28359,3
60161,60181,4
92239,92071,4
59641,59609,1
81119,81229,2
98081,97101,1
81209,80239,1
13119,6129,9
27371,27381,6
13049,13039,2
