source,Target,weight
1112,7551,4
44589,44559,2
65301,65351,1
52279,52239,3
67389,67549,2
59481,59499,1
46729,46489,1
46221,68111,1
27281,27291,2
84009,84031,4
56051,56061,6
21449,21439,4
59411,59401,6
17239,17259,3
97121,97111,1
43151,43719,1
93199,93201,1
59719,59439,5
82011,82033,4
62231,62241,7
49049,49039,1
70299,70289,16
44019,43119,13
28401,28531,7
43579,43569,1
46079,46189,1
80191,90039,1
18111,18129,4
67259,65061,6
84041,84051,10
6189,5023,3
60211,70361,1
76541,75271,2
53211,52021,6
21011,21021,3
20101,43611,1
70301,62061,3
42201,42211,2
16099,18079,5
4219,4142,1
64541,64551,2
10419,10409,1
59499,59501,1
56191,56201,4
46221,65069,1
3217,5649,6
50351,40109,2
43251,43811,1
17081,17031,1
23151,23161,1
93119,93129,1
42199,42189,7
14069,5641,9
65091,65101,1
42119,42109,11
21641,21651,2
62159,62089,1
28689,28679,2
44581,44181,1
12111,3223,1
21599,21589,7
46801,46471,1
44829,44819,2
81209,81089,1
55141,55151,3
78259,78091,1
52301,52331,1
23011,23021,1
54281,54291,10
84231,84241,6
1239,1529,5
24089,24299,1
54019,54071,2
28459,28339,6
99021,99071,1
54259,54351,1
63069,63059,6
11329,11319,3
27451,27441,3
25099,25819,1
43429,43419,2
62109,62099,2
98011,98021,3
43009,43421,1
24169,24301,1
75009,76059,13
67039,67029,5
59029,59019,13
78181,78191,1
82059,1541,1
95159,65191,2
6131,13121,12
43511,43699,1
92061,92239,5
45379,45359,2
21581,21591,6
11049,10018,1
64379,64369,1
76359,76349,2
49209,49229,1
45321,45339,2
50239,50229,4
21779,21559,1
28701,28189,1
81111,81131,3
59072,59069,5
95139,95099,4
44149,44139,6
76209,76149,2
14009,14131,4
20201,20211,7
59591,59601,2
46291,46199,4
44599,44589,1
71169,70259,1
99131,99049,3
44801,44861,3
62051,63141,3
92109,92099,8
23211,23269,1
22081,22421,1
22319,22431,1
82029,81129,5
57029,57019,4
66399,66099,1
64411,64479,4
77039,77171,3
26429,26211,3
54609,54531,1
11221,11089,2
96061,98011,1
65461,65481,1
10361,10081,3
45041,45051,8
50169,50059,3
59231,59251,1
77059,78069,8
55171,55031,1
11401,11239,2
93021,93199,3
49061,49071,1
58019,57139,6
92271,83301,3
81131,81141,5
54169,56289,1
62251,62261,1
64439,64361,1
43051,42991,1
84311,84321,5
12201,28299,1
54481,54491,6
54339,54329,12
17109,17099,2
43009,43701,2
72051,71089,3
65319,65371,1
65439,65149,4
64421,64021,5
17319,17369,1
30011,30021,2
26019,24709,1
46008,46321,3
15051,18011,8
21569,21771,1
67449,67401,3
53081,53091,7
43381,43391,2
44869,44809,2
22461,22529,3
59369,59379,1
64039,64371,3
58501,58051,1
6159,6169,4
43199,43209,7
33039,33029,1
64469,64449,1
12199,12189,3
5519,5629,3
52341,52311,1
53219,53239,3
56269,56021,1
56201,55129,2
75149,75159,1
49019,49131,1
21559,21179,6
96259,96169,5
17241,17111,1
65409,65141,5
22449,22499,1
46391,46761,6
81051,82119,2
49149,49199,2
27361,27271,2
67079,67069,5
47609,47599,1
51091,51101,9
23311,23321,1
9037,8138,20
76061,76111,1
45441,49081,1
25571,25591,1
54299,54389,1
10331,10341,1
47629,47619,1
50031,50041,15
22341,22351,1
66529,66519,2
47649,47591,1
4019,4159,2
58059,58049,3
11029,11019,8
25641,25651,1
64559,64549,2
43821,43279,2
55289,65199,1
28229,20269,9
30091,30081,2
51099,42089,1
52499,52451,7
25589,25549,1
22229,23189,1
58309,47619,2
52051,53251,1
28029,28019,5
63021,63031,8
43679,43779,2
43381,43709,2
70049,70119,1
95131,95131,2
6171,4321,1
46481,46721,2
46999,46989,2
1629,1619,6
65259,65409,5
52201,52169,1
95181,95191,1
59039,59721,1
14379,14389,2
11521,11531,7
64609,64479,4
61089,61099,1
43991,44061,8
17279,17289,1
47639,46491,1
44011,44021,11
6081,6131,6
77179,77031,2
51139,51079,2
44311,44321,2
51071,53011,12
25009,25421,4
76559,76191,3
18301,18311,1
64499,66539,2
2089,2169,1
51119,40269,7
28709,28699,2
62041,62229,1
22421,22099,1
43719,43159,1
46251,46449,1
25469,25459,3
5521,6011,1
55059,55049,6
17189,17009,1
4149,4229,7
21651,21661,3
51029,51109,2
10599,10401,1
93051,93101,1
16009,16089,2
28009,28441,10
98119,78051,1
76471,76211,1
54039,54241,6
52331,52261,1
78229,78111,3
47591,47601,2
65141,65339,1
22499,21411,2
92179,92189,1
63109,63291,1
66439,66429,3
1619,2119,1
93011,93021,16
45149,45121,2
20141,20151,2
54419,54409,1
77049,77059,8
41029,41019,12
10291,11539,2
25339,25329,1
83101,83111,17
11441,11451,1
28441,28311,7
56059,56049,5
75241,75231,9
28669,28649,2
60261,61011,8
67601,67711,1
11009,11359,6
56041,56051,6
46008,46291,1
43411,43179,7
84269,84259,1
54439,54419,1
43261,43271,3
43111,44011,11
59281,59701,1
42131,42011,2
55039,55029,1
43181,43169,3
59669,59699,3
90021,90031,3
57129,57119,10
58229,58219,2
60139,60119,15
59431,59449,1
82231,81141,1
81031,81051,11
22181,22541,1
96171,96291,3
62139,62129,7
28611,28389,2
45269,45461,1
17439,17419,1
81171,81181,7
54591,54529,1
43601,43571,1
3021,3011,5
75051,3539,1
29081,29091,1
67499,67659,1
40049,40039,7
71129,71149,6
80239,80229,4
46109,46069,2
98161,98171,1
47629,46749,1
97161,97171,1
28181,28101,4
67251,67241,5
85049,85039,6
84539,84361,4
92089,92211,5
66599,66331,1
84009,84301,6
16051,16061,8
59261,59271,4
84209,84349,1
24129,24571,1
83279,83269,1
49129,49119,2
83049,83101,2
59251,59521,3
29091,29101,1
21161,28169,1
60071,60061,2
5013,6171,1
10269,10249,5
4321,4311,3
97119,97109,1
50229,50991,3
65279,65289,4
84381,84391,2
20051,20061,1
54511,54521,2
65111,65121,1
55509,55509,1
17189,17179,8
11091,11101,9
80199,80191,2
76069,76071,4
76091,76101,10
21189,21179,2
14101,14141,8
84141,84111,5
46471,46481,5
60031,80291,1
98131,98141,1
58349,58419,3
77271,77331,3
98199,98209,1
46469,46419,1
52319,52331,2
28351,28361,2
6149,6159,4
27321,27281,1
44391,44531,2
43081,43121,2
42089,42071,2
96189,96261,2
29039,29029,4
96011,96111,1
66371,63149,2
44471,44481,1
49219,49249,1
77281,77331,7
44739,44201,7
40181,53239,1
24359,24349,1
17041,17061,4
11051,11161,5
59469,59591,1
14529,14011,1
53329,53161,1
53089,53079,7
25591,25601,1
67139,67129,3
6189,5129,1
70129,70119,3
53321,53331,5
13189,13179,1
47029,47019,1
84529,84219,8
76139,76111,2
16151,17091,1
84521,84201,11
57089,59511,2
59739,59509,1
93111,83231,2
99171,99161,4
66451,66461,5
68129,68109,2
4142,1012,10
67521,65521,3
96341,96351,1
75159,75101,1
81139,82011,1
66361,66039,3
96021,96031,4
95139,95139,2
52071,52509,2
11551,11561,1
2151,2161,17
44259,44029,2
18099,18081,1
11379,11381,8
70091,70081,2
66101,63311,6
59009,59669,5
44811,44821,3
53069,53069,1
18011,18041,3
97301,97311,1
4219,2181,1
11469,11061,1
75081,75099,1
11409,11179,2
43591,43511,2
42291,42209,1
28251,28261,5
28081,28281,4
22451,22369,1
67539,67129,1
20259,20159,3
67409,67399,4
63179,63169,1
67369,67379,2
66329,66319,1
59401,59391,6
47581,46651,1
23059,23049,3
48111,48121,4
75229,75239,11
52341,52331,1
43481,43471,7
18239,18339,2
11151,11061,4
72011,71099,14
46189,46191,3
21391,21371,1
70171,70181,12
75031,75101,2
46111,46201,2
84601,84209,4
53279,53289,4
14329,14359,1
82061,83011,8
21661,28091,3
64419,64341,3
78079,78089,3
42029,42019,15
95029,95129,6
10289,10279,4
44519,44529,1
44349,44339,5
27369,27359,4
84049,84151,1
46981,47501,1
59109,59239,1
1429,1419,1
42071,42151,9
46581,46571,1
50121,50231,1
91071,92091,2
96119,96019,2
84151,93099,2
27069,27209,1
11309,11289,2
52381,52391,2
8079,7011,14
19089,19091,3
53181,53191,1
65809,67329,1
81221,81109,1
16199,16189,7
42111,43011,10
13201,9159,2
11369,18149,12
67431,67411,1
30089,30099,4
70019,80239,2
2169,2141,1
80051,80071,13
45309,45369,3
63231,63041,1
84229,84219,2
28031,28041,5
67539,67131,1
1219,1129,4
68051,68111,2
28601,28611,2
58391,8057,1
25579,25569,1
11401,11261,3
46249,46179,3
64189,64179,1
62221,62049,2
44799,44651,1
65029,67219,2
45331,45391,1
98041,98231,6
21371,27091,4
6069,6051,7
84549,84559,1
55309,55189,3
44659,44649,2
7371,60011,6
59161,59091,1
46319,46309,2
64329,64319,2
57119,57089,3
22511,22521,3
59449,59481,1
23109,23099,1
62171,62139,1
43268,43811,1
82109,81131,2
29049,29011,1
18289,18279,2
9011,9022,2
52329,52081,6
54281,54389,2
81209,81091,1
22521,22469,3
70201,70211,12
95159,76061,1
44421,44411,1
49041,49051,1
12121,12131,2
50021,50031,7
62079,62069,3
10429,10211,1
24631,23371,1
46391,46691,3
96441,96201,1
20151,20251,1
43649,43521,3
28449,28211,1
43401,43321,7
95019,95209,4
84551,84541,1
7529,7589,1
77029,76191,2
53169,53379,3
54199,54189,7
59631,59411,2
77009,77179,2
9111,9191,2
5641,3223,2
60219,60179,6
67239,67251,1
18049,18019,3
82009,82061,9
18251,18261,3
60031,60229,6
7011,7021,14
44049,44029,4
47599,47549,1
66561,66569,1
42091,42111,10
98021,98031,3
34011,34021,1
28581,28591,2
90019,90079,3
13011,13021,8
47641,47651,1
17151,17161,15
75319,75469,1
47079,47069,1
83063,83081,1
14281,14241,3
43109,43099,12
58051,58061,2
44029,45009,2
42031,42041,17
3019,3129,5
64161,64171,1
64611,64469,3
46491,9219,1
8031,58399,1
55039,55179,1
72161,84459,1
52179,52209,2
60051,60099,2
53161,54241,1
77249,77181,1
84591,84431,2
42259,42089,8
34019,33059,1
45389,45401,4
55021,55241,1
17181,17051,3
63209,63199,14
23099,23509,1
65061,55281,1
11229,11219,9
77139,77029,2
21271,21201,1
84459,84539,6
41061,41071,15
77091,77101,1
93051,93061,7
22041,22051,1
18131,17121,1
65249,65159,1
53139,53129,3
77169,77291,1
4168,4251,4
53291,53179,2
55081,60081,1
42161,42239,3
75079,75089,3
52139,52509,1
67111,67121,3
84529,84221,1
40101,50011,5
23341,23441,1
58251,58291,3
53329,53159,1
66331,66101,8
77071,77081,1
53351,53361,5
34031,34041,1
3501,2169,2
54301,66341,8
54351,54471,7
64209,63241,2
55361,55331,2
25101,25111,1
83191,83201,2
52081,63109,1
10411,10421,1
65141,65431,4
54461,54059,1
23101,23111,1
60249,60141,1
8031,59421,1
66429,66339,1
58331,58029,1
84669,84109,4
54621,54611,3
96199,96209,3
55289,68059,1
11151,11161,4
85041,85051,2
76069,3111,1
63039,63221,4
59501,59731,1
28289,28341,1
56031,56191,2
67419,67439,1
10369,14039,10
58149,47809,3
53301,53301,1
54409,54441,1
50069,40189,2
16229,3222,1
64121,67079,5
93171,93161,1
52021,52031,9
10101,10111,10
12051,12111,6
10501,10081,7
11111,41101,9
94079,94069,5
52071,52081,5
24149,24139,1
9219,9111,2
5039,5019,17
97111,97059,1
82029,82099,1
58339,58159,1
40251,40261,7
27301,27271,1
67109,67409,4
84009,84139,5
65439,65339,1
84219,84351,6
71109,71129,1
68139,68169,2
65061,65199,5
10189,10179,6
54247,54031,8
13181,9131,1
66371,66059,5
68011,67491,1
18131,18101,7
84151,94011,1
24521,25321,1
54241,54009,1
62131,66371,4
26101,26091,1
65099,65229,1
95019,94099,1
67611,67601,3
43869,43879,1
91099,91041,3
8121,9011,17
25701,25711,1
17361,17311,1
53381,53371,9
53389,53389,1
84539,50129,1
50089,50321,2
54009,54247,5
58219,58159,2
42309,42249,1
46501,46511,4
63279,63269,4
16201,16011,7
65179,65169,5
21561,21571,6
63099,63089,8
52329,52339,3
5019,10011,7
10339,14249,4
80159,2119,6
11081,11091,6
62179,62169,1
27211,27221,2
25429,25419,2
94041,84249,1
58169,58149,3
85061,85081,6
50171,50191,5
46651,46961,1
54019,53169,6
25239,25249,2
60159,60139,14
28469,28459,10
84571,84561,1
27381,27391,3
83209,83199,1
44139,44159,5
59331,59059,1
23141,23489,1
68121,68161,2
28009,28061,2
40339,40329,1
11149,11539,2
71011,71171,4
97059,97049,2
52069,52059,10
60029,60019,4
63391,63381,5
45211,48011,1
53339,53329,6
43401,40301,1
75109,75151,2
60089,55089,1
80141,80219,6
10291,10219,1
53029,53019,11
10351,10181,2
11169,11471,2
81081,81091,7
82111,82011,1
11089,11079,8
21659,21679,1
44371,44381,4
27301,27369,5
59289,59299,1
43291,43301,1
7111,7211,9
46281,46391,11
50159,50211,4
44259,44041,4
70039,70151,7
63159,63011,1
56201,55011,2
45031,45041,8
46749,46739,1
15051,18131,1
84511,84499,3
82091,82231,1
63201,63211,13
7531,7031,1
53011,53121,2
25491,25471,1
3331,3419,1
93061,93111,1
23221,23231,2
81099,81089,5
24339,24389,1
12189,12149,2
67671,67239,1
84561,84551,1
59279,59269,2
31161,31171,2
66541,66551,1
3218,5631,3
20169,20251,1
92139,92129,8
53371,53161,3
10459,10429,1
59069,59341,2
49151,49089,1
20171,20121,2
25359,25349,1
77161,77281,3
46499,46519,2
22061,22071,1
46461,46471,4
5199,5269,2
97141,97151,1
N4541, N4559,1
59521,58261,2
53391,53391,1
70031,70121,1
64209,63071,3
64549,64041,1
54629,54211,2
16249,16239,3
63371,64411,1
73039,73029,1
58301,58391,1
45139,45129,8
54081,54091,5
22169,23501,1
85099,84069,8
72149,72139,1
45009,44641,2
27109,27099,4
66489,66479,2
64129,66479,1
31121,31131,1
76461,76239,1
7231,7211,3
44329,44261,2
58291,58379,3
43589,43579,1
82099,82089,8
46501,46019,1
59561,59051,1
52131,52141,3
59051,59341,1
68171,59461,1
59251,59229,1
82181,83151,1
24029,24019,2
58519,58059,1
65009,65359,2
56081,56091,6
53069,53059,12
54499,54489,6
46529,46519,3
47089,47079,1
98061,99181,1
41031,41041,15
97179,97169,1
78129,78139,5
59311,59081,4
18029,18069,1
75299,75379,6
19089,19079,2
12071,12081,10
52009,52079,4
49149,49219,1
14169,14159,11
44031,44259,1
44049,44031,1
15189,15131,2
27359,27439,1
4159,4149,7
84489,84461,9
63151,63161,1
98089,76249,1
54181,54169,2
22239,22249,2
65359,65309,1
65059,65049,3
64319,64309,2
95091,95131,4
25091,25101,1
45231,45241,3
15049,14169,2
52071,52181,5
96201,96191,4
18109,18049,8
96311,96381,1
75121,76059,2
95041,95039,5
50199,50189,6
11409,11181,2
43411,43421,2
73021,73031,1
70141,70281,1
56039,56029,5
25821,24709,1
84139,84129,8
84209,84529,10
16149,16139,3
44389,44379,4
43599,43141,1
68089,68099,2
17009,17181,3
28259,28439,3
59339,59321,1
7529,7518,3
21111,21121,1
1039,1029,12
50331,50349,1
47561,47551,3
65239,65179,4
59039,55189,1
25691,26141,1
56241,54161,1
75299,75289,5
17321,17331,1
59309,59111,1
19019,11199,5
43359,40321,1
52529,52059,1
28061,28311,2
20139,20289,6
26211,26221,3
46509,46069,6
59059,59049,16
85079,85089,5
64009,64249,2
97039,97019,2
1339,1329,13
16081,17011,3
83109,83299,3
4249,5029,26
46719,46729,1
73049,71049,3
83299,83319,3
59321,59561,3
50019,40109,5
67009,67191,4
64111,64121,4
63319,66109,6
62011,62021,9
40099,40231,5
68161,68131,2
21379,21369,3
1112,1121,6
6151,6141,9
65181,65321,1
97071,97081,2
59201,59191,1
43369,43359,1
43131,44221,1
6051,10141,11
10339,14241,2
90029,90019,3
11189,11389,3
44459,44469,6
96101,96281,5
24019,23371,2
42109,42089,11
71159,71169,6
60099,7329,14
66039,66099,11
42209,28109,2
84599,84279,1
96131,96121,2
54489,54579,2
49091,49101,2
28651,20019,1
58191,58201,2
76409,76159,1
82131,92179,1
14281,14059,2
96041,96051,4
65199,75359,7
10009,10341,3
28371,28091,1
10161,10171,5
55179,55189,8
80219,80169,9
5029,5199,5
80009,80101,6
67131,67141,4
55011,55021,2
55119,54451,2
28561,28571,2
28099,28381,4
81179,91099,1
10011,11041,1
84069,84059,9
44489,44479,1
54061,54621,2
18309,18239,2
64411,64601,3
50071,50021,2
92059,92049,17
10179,10379,1
45061,45071,8
63359,64399,6
64401,67161,1
67769,67549,1
23111,23121,1
17071,20291,6
54229,54181,8
97209,97119,1
46419,46409,2
93139,84159,6
62129,62119,12
67731,64409,1
46039,46029,5
22251,22241,4
21371,22411,2
44861,44811,3
75009,76529,5
67451,64621,5
42141,42071,4
46679,46669,2
71181,71041,4
93129,93199,1
45021,45491,1
67191,67349,3
1329,1229,10
14381,14029,2
60011,60059,2
67621,67609,2
8057,2119,1
42319,52071,1
77361,77351,1
32041,32051,2
21689,28099,4
21109,21089,3
26451,26461,2
97059,98319,1
46041,46051,3
43119,43109,12
5651,5411,2
26379,26389,2
27309,22369,2
47021,47031,1
76101,76231,1
65221,65091,1
76081,76291,1
21501,21261,1
70409,70071,1
76281,75069,2
11451,11171,1
27329,27309,1
65061,68119,1
43409,43411,10
84601,75341,6
14011,14021,4
64431,64441,2
96099,96089,1
21199,21189,1
97101,97111,1
67721,67731,1
20059,20039,5
1419,1529,1
55201,55181,8
52501,52079,2
84009,84339,3
78109,78119,7
62241,71051,7
28161,21249,1
67189,67249,6
27261,27329,1
32089,32079,1
97321,97059,1
48019,45209,1
5269,5429,2
47119,47109,2
96269,96199,1
44549,44531,5
8138,8057,35
9131,13209,2
21149,21071,1
26409,26419,2
11359,11369,4
97311,97331,1
65071,65151,4
17059,17189,3
51079,51119,7
28451,28461,13
46779,46769,5
94041,84679,1
64471,64601,3
20219,20209,5
94051,84681,1
23349,23239,1
76039,76189,1
14351,14491,1
95189,95179,1
77169,77319,5
43431,43441,3
91059,91049,5
17149,17139,8
44461,44489,1
77289,77169,5
54589,54429,1
53209,53199,2
21079,21139,2
84359,84211,9
14039,14291,4
83169,82179,2
84671,94051,4
14359,14159,1
46229,46339,2
20269,20259,4
6081,10221,1
54311,54321,11
84051,84289,1
46621,46359,3
68031,68051,4
59611,59661,2
64031,64429,1
50241,60101,1
17171,17181,11
14241,10331,4
2101,2051,22
15201,15211,2
10041,10399,4
10519,10241,2
21699,21689,6
24199,24189,1
67221,67661,1
59239,59249,2
54229,54219,4
46008,46559,1
53379,53389,9
15119,15109,2
52219,52559,1
67449,67399,1
66521,66531,1
1229,1139,10
44299,44289,5
53151,53379,1
46088,46091,1
47821,47811,2
46201,46189,2
71081,72059,3
15051,14369,2
10489,10199,1
43021,43829,1
19081,18111,6
76449,76459,2
99079,99029,1
1311,80011,11
42131,42019,1
42189,42179,8
45359,45321,2
93179,93189,1
10061,10071,7
28121,28131,1
83361,83371,1
59009,59091,1
55029,55019,2
46511,46521,2
27291,27311,2
21531,21541,1
43899,43069,1
28279,28269,5
14041,14349,1
21771,21761,2
40301,40351,1
93039,93201,15
65271,65261,4
72141,72151,1
66051,66379,5
58279,58329,2
46371,46519,2
84151,1119,1
84009,84549,2
54371,54381,5
47199,47091,1
66401,66411,2
53229,53419,1
5429,5419,2
9149,9159,7
93109,93059,1
31009,31121,1
80141,80111,7
45019,44069,7
18129,15139,5
92099,82059,4
64159,64149,1
11419,11409,4
43839,43649,4
25501,25531,1
53291,53291,1
46088,46101,1
28691,28701,3
43771,43671,3
48079,48069,2
58301,59279,2
93081,93091,7
68051,68119,1
99041,99139,3
82139,82129,2
78161,78059,1
78061,77051,8
72019,84361,1
46639,46008,1
28481,28459,1
56199,56041,3
62221,62219,2
95909,96099,1
55339,55351,2
40119,40069,10
18101,18071,4
63249,63071,5
22181,22461,5
65199,98231,1
66351,66371,9
24581,24599,1
46989,46969,1
53251,53221,4
66099,54109,11
17191,19051,1
75081,76049,1
64051,62271,1
59409,59419,7
1619,2029,2
81219,81209,4
43189,43149,1
2161,82051,2
65109,65099,1
92089,92079,11
65011,67219,2
17181,20101,9
23351,23361,1
60081,60179,4
59009,59073,6
52051,52061,9
58331,58269,1
75221,75051,7
52441,52351,1
67481,67471,3
22499,21699,4
21121,21131,1
71139,71129,6
63241,63059,2
67459,67469,4
21161,21389,1
73019,73049,3
18089,18099,1
60051,60019,2
95129,95019,8
77089,77079,1
45271,45341,1
53239,53249,6
45329,45479,1
21451,21449,4
84559,84569,3
67269,67601,1
65549,65559,1
60211,70101,9
46159,46149,1
18241,18251,3
75419,75409,1
93149,95151,1
19099,19071,3
23371,23079,1
18079,18109,4
67471,67321,3
22191,22181,3
54389,54379,4
66491,64469,4
44061,45011,10
56289,56261,2
46991,8057,1
21141,21151,3
45131,46389,7
44121,43641,2
15149,14189,5
48011,48021,1
93159,93169,1
98059,98239,6
96111,96101,3
24379,24369,1
64049,64019,2
83231,84011,2
44541,27109,1
67609,67619,3
84411,84421,3
17339,17329,1
28519,28509,10
60261,61061,1
43219,43319,1
52411,52451,3
44889,44101,1
76151,76161,2
10201,10321,2
22349,22419,2
16029,16019,6
10399,14221,4
80149,80189,1
4219,5319,1
75289,75279,5
57149,48109,2
44441,44121,7
1639,1621,1
61029,61019,8
65041,67109,3
64371,64381,6
31051,31151,1
53329,53329,1
58429,58119,1
10139,10119,10
85109,85099,5
28521,28399,4
65569,65189,1
81211,81221,3
77081,77091,1
76521,75009,1
67401,67101,3
65499,65539,1
58131,58169,2
45051,45061,8
55049,55039,4
22189,22179,3
64179,64169,1
63149,63011,2
59109,59099,1
43819,43267,1
76461,76251,1
53009,53261,3
12069,17119,6
52079,42311,1
28049,9169,1
82079,92169,10
1631,7561,1
67009,67189,4
43701,43389,3
53409,53409,1
1349,1429,1
10659,10101,4
11109,11099,11
44641,44651,2
22481,22441,1
43249,43239,6
10331,10089,1
21489,21479,1
51101,51019,1
28099,21669,3
43441,43229,1
67411,67401,1
43341,43452,1
54109,54099,2
1059,1119,6
44539,44399,6
46539,46529,14
59621,59181,1
58051,58511,1
25219,25229,2
73031,74011,1
4143,4121,6
3369,3349,1
83291,82069,2
17249,17161,2
45401,45411,4
64529,64339,5
27279,27369,1
44179,43679,2
54451,54461,4
77211,77251,7
11281,11291,4
46411,46431,2
84331,84359,1
28629,28631,5
67081,68011,3
96239,96249,2
84401,84411,3
43781,43771,3
56031,56041,3
22361,27301,2
53271,53271,1
75151,75179,3
44469,44539,2
68111,68061,2
58261,58041,1
21479,21469,1
76059,76131,3
24719,25399,1
95169,96439,1
31061,31071,4
58361,58451,2
59461,59411,1
64009,64391,2
84489,84459,3
24641,24651,1
54189,54219,1
65059,67111,1
26299,26369,2
46779,46879,2
16069,16059,7
76219,76209,9
19029,19019,4
17169,17241,1
44301,44311,2
44121,44131,4
45451,44081,1
22359,27331,1
25669,25641,1
23359,23449,1
22289,22329,1
10221,10231,4
43089,43859,1
58391,58029,1
96011,96021,4
26049,26059,1
65181,65561,1
9037,8137,4
17259,17269,1
47561,8057,1
10271,10321,1
3501,2051,4
65101,65111,1
22219,22229,1
90059,90039,2
96271,96231,2
58009,58291,1
20081,29159,1
11049,11039,12
21719,28539,1
44121,44159,1
10289,10321,1
62101,66089,2
68119,65439,1
43879,43889,1
64019,63349,2
21291,21301,1
4019,4179,3
55329,54351,3
64119,64109,10
84201,75341,6
65089,65079,2
43571,43581,2
42029,42129,2
98181,98199,1
53179,53039,1
44551,44581,2
25379,25361,1
55121,55011,1
23471,23191,1
47589,46649,3
75379,75171,4
18071,16091,4
31059,31049,2
77201,77211,9
28409,28529,8
9212,40171,12
52441,52279,1
43389,43699,1
65011,65021,3
25371,25381,1
60079,60179,1
43309,43289,1
6031,6029,2
25249,25259,2
65019,64029,8
16081,16131,2
18329,18319,2
82033,82061,5
43629,42319,6
22009,22489,3
76051,75129,1
23489,23519,1
47081,47091,1
43161,43731,1
17419,17409,1
45451,44569,1
98039,98029,3
44601,44349,1
11069,11059,6
44509,44499,5
12209,17379,2
21769,21779,1
9141,13011,8
42141,53121,1
44479,44119,1
64171,64181,1
75061,75051,8
83319,83309,3
81109,71161,1
45071,45221,1
28089,28079,4
93019,92089,16
95109,95029,8
4229,4239,7
63311,63321,5
53369,53359,6
28571,28509,1
65129,65119,1
67029,67019,5
54241,54339,4
11489,11479,2
48011,48111,2
77069,77301,3
19031,19041,10
23081,24041,2
83059,83049,13
15049,15141,2
13211,8121,1
44009,44539,9
67119,65061,1
52401,52411,4
84589,84011,2
44071,45451,1
64549,64019,4
98219,98229,1
58049,58339,1
49179,49169,2
14179,14169,13
76239,76229,6
55129,56251,1
84201,84609,5
60161,60211,5
75319,75299,11
65241,65289,2
76549,65191,2
41049,41029,9
81179,80141,5
3129,3218,15
46689,47571,2
42319,42201,1
46791,46801,1
75371,75291,5
98301,98311,1
44621,45451,1
27199,27189,1
77239,77249,10
65029,65019,5
3041,5131,2
14019,14519,1
6029,5519,1
77191,77201,10
44241,44191,1
62149,66351,8
84419,84409,3
83151,83131,1
24499,24159,1
13211,6151,6
67619,67341,1
14231,14019,3
78159,78229,1
10299,10209,5
14171,15041,8
27459,27469,3
25719,25709,1
65199,77339,5
27381,27439,2
77289,77239,9
67461,67451,5
78201,78231,1
24511,24521,1
55331,55341,2
50249,50239,5
33011,33021,2
43491,43841,1
53211,52019,1
53011,53021,11
90031,90051,2
84409,84379,3
21229,21219,7
84349,84331,1
7561,7571,1
55019,55129,2
46049,46039,5
43069,43279,1
77219,77209,4
46131,47011,1
65171,65231,5
42139,11349,3
10079,10129,1
14299,14029,1
76311,76371,1
96091,95901,1
66541,66589,1
45191,45201,1
68119,68059,3
75239,75249,11
18121,18141,6
58211,58221,1
84671,94049,1
95069,95149,4
21679,21599,1
18079,18121,1
17241,12119,1
27309,22459,6
21771,21019,1
49109,49099,2
96071,96081,1
43009,43419,7
76109,76099,10
64009,64389,4
42239,42229,2
43419,43399,3
18021,18029,1
85031,85041,4
83351,83361,1
14231,14021,1
11261,17249,1
27519,27509,1
97019,96069,2
12049,12039,6
83029,82069,10
26151,26161,1
52209,52221,1
76089,76329,1
43169,43241,1
11609,11029,1
52209,52199,2
82011,82032,11
46091,46059,3
25381,25061,1
8041,8019,2
43261,43151,1
67101,67111,2
45039,45029,8
11191,19011,7
70401,71121,1
20029,17059,2
21241,43349,1
64379,64031,2
76301,76099,1
17221,17249,1
44699,44709,3
10409,10599,1
21461,21471,1
70349,70359,2
55151,55301,2
58499,58489,1
43501,43591,1
15099,15079,2
96181,96121,4
92149,92201,1
53149,53139,6
54321,54331,11
42229,42219,2
91101,92261,1
41041,41051,15
65331,65431,1
84071,84081,5
67051,67061,7
25151,25161,1
40059,40049,10
65561,65569,1
76141,76199,5
70139,70129,5
40369,40349,1
22451,27301,5
56061,56071,6
84431,85079,1
55041,55051,8
80039,80029,14
27139,27279,1
62229,63309,6
93129,93031,1
47109,47099,2
18279,18269,2
70279,70091,2
71111,71201,3
25511,25079,1
58061,58209,1
21321,21331,1
62051,62149,8
43619,16099,1
46199,46249,1
28531,21249,4
63249,64201,2
10009,10339,4
65359,65489,1
52119,52419,1
25681,25691,1
4222,4223,9
40011,42151,1
59471,68179,1
58391,58101,1
90011,90021,3
83141,83029,1
67191,67201,4
53359,53359,1
17379,17189,2
97019,76249,1
77199,77009,2
43189,43619,8
44341,44609,1
70111,70039,5
84331,84009,1
28091,21231,3
43691,43379,3
70251,70261,7
44269,44239,3
13051,13063,2
54529,54519,1
65441,65451,1
83109,82069,8
85071,96101,4
82089,81199,1
20211,20231,7
12031,12041,6
66139,66271,5
47101,47111,2
67121,67131,2
52241,52211,1
54319,54099,1
96319,96221,2
2099,2101,20
12111,17229,1
11019,10139,10
16221,16231,2
60199,60099,2
48119,48019,2
21621,21661,2
71079,71029,1
49069,49059,1
48061,48141,1
46739,46489,1
41101,41111,9
23251,23261,1
71139,71101,2
76241,95151,1
28339,28329,6
77199,78109,1
