ServiceNo	Direction	BusStopCode	Distance
178	1	22491	29.4
178	1	22009	29.9
178	2	22009	0
178	2	22499	0.7
178	2	21699	1.8
178	2	21689	2
178	2	21229	2.3
178	2	21219	2.5
178	2	21209	2.9
178	2	21279	3.2
178	2	21199	3.4
178	2	21189	3.8
178	2	21179	4.3
178	2	21029	4.8
178	2	21019	5.4
178	2	20089	6.8
178	2	20069	7.4
178	2	20271	7.7
178	2	28221	8
178	2	28231	8.3
178	2	28241	8.7
178	2	28251	9.1
178	2	28261	9.4
178	2	28271	9.8
178	2	28281	10.1
178	2	28291	10.4
178	2	43459	10.9
178	2	43349	11.4
178	2	43539	11.8
178	2	43409	12.1
178	2	43411	12.6
178	2	43179	13.2
178	2	43189	13.6
178	2	43199	14
178	2	43209	14.5
178	2	43639	15.1
178	2	43021	15.6
178	2	43041	16.1
178	2	43051	16.7
178	2	43061	17
178	2	43071	17.2
178	2	43081	17.4
178	2	43091	17.7
178	2	43111	18.2
178	2	44011	18.4
178	2	44021	18.8
178	2	44041	19.1
178	2	44051	19.6
178	2	43991	19.8
178	2	44061	20
178	2	45011	20.4
178	2	45021	20.9
178	2	45031	21.2
178	2	45041	21.7
178	2	45051	22.1
178	2	45061	22.5
178	2	45071	22.8
178	2	45091	23.3
178	2	45101	23.8
178	2	45111	24.2
178	2	45121	24.6
178	2	45131	24.9
178	2	46389	25.7
178	2	46499	26.4
178	2	46519	26.8
178	2	46509	27.1
178	2	46069	27.9
178	2	46088	28.2
178	2	46111	28.6
178	2	46201	29.1
178	2	46189	29.3
178	2	46191	29.6
178	2	46299	30
178	2	46009	30.5
178A	1	46009	0
178A	1	46291	0.6
178A	1	46199	1.1
178A	1	46181	1.4
178A	1	46209	1.6
178A	1	46709	1.8
178A	1	46119	2.2
178A	1	46091	2.7
178A	1	46059	3.1
178A	1	46049	3.4
178A	1	46039	3.9
178A	1	46029	4.4
178A	1	45139	4.9
179	1	22009	0
179	1	22501	0.8
179	1	22511	1.1
179	1	22521	1.4
179	1	22451	1.7
179	1	27301	2
179	1	27321	2.5
179	1	27281	3.3
179	1	27291	3.6
179	1	27311	3.8
179	1	27061	4.1
179	1	27211	4.5
179	1	27221	4.9
179	1	27231	5.4
179	1	27241	5.9
179	1	27251	6.3
179	1	27261	6.7
179	1	27329	7.7
179	1	27309	8.1
179	1	22459	8.4
179	1	22529	8.7
179	1	22519	9
179	1	22509	9.3
179	1	22009	9.8
179A	1	22009	0
179A	1	27281	3.3
179A	1	27291	3.6
179A	1	27311	3.8
179A	1	27061	4.1
179A	1	27211	4.5
179A	1	27221	4.9
179A	1	27231	5.4
179A	1	27241	5.9
179A	1	27251	6.3
179A	1	27261	6.7
179A	1	22009	9.8
17A	1	84009	12.6
17A	1	84301	13.2
17A	1	84311	13.5
17A	1	84321	13.8
17A	1	84341	14.1
17A	1	84221	14.5
17A	1	84251	15.1
17A	1	84261	15.5
17A	1	84271	16
17A	1	84591	16.4
18	1	75019	0
18	1	76559	0.4
18	1	76191	0.6
18	1	76201	0.9
18	1	76211	1.2
18	1	76221	1.5
18	1	76231	1.9
18	1	76469	2.3
18	1	76439	2.9
18	1	76449	3.1
18	1	76459	3.3
18	1	76419	3.7
18	1	76109	3.9
18	1	76099	4.4
18	1	76089	4.9
18	1	76079	5.4
18	1	75059	6.1
18	1	75069	6.8
18	1	75349	7.2
18	1	84209	7.4
18	1	84349	8.2
18	1	84331	8.6
18	1	84009	9.2
18	1	84339	9.9
18	1	84341	10.3
18	1	84521	10.6
18	1	84201	11.1
18	1	75341	11.4
18	1	75061	11.8
18	1	75051	12.5
18	1	76071	13.2
18	1	76081	13.7
18	1	76091	14.1
18	1	76101	14.5
18	1	76411	14.9
18	1	76451	15.3
18	1	76441	15.6
18	1	76431	15.9
18	1	76461	16.3
18	1	76239	16.7
18	1	76229	17.1
18	1	76219	17.4
18	1	76209	17.8
18	1	76199	18.1
18	1	76551	18.4
18	1	75019	19
180	1	22009	0
180	1	22499	0.7
180	1	21699	1.8
180	1	21689	2
180	1	28099	2.6
180	1	28379	3.1
180	1	28369	3.5
180	1	28359	3.9
180	1	28349	4.2
180	1	28281	4.5
180	1	28291	4.8
180	1	43459	5.3
180	1	43761	5.6
180	1	43751	6.2
180	1	43781	6.6
180	1	43771	7.1
180	1	43671	7.5
180	1	44171	8
180	1	44161	8.5
180	1	44151	9
180	1	44131	9.5
180	1	44141	9.8
180	1	44029	10.4
180	1	45009	10.7
180	1	44259	11.1
180	1	44149	11.8
180	1	44139	12.1
180	1	44159	12.6
180	1	44169	13.1
180	1	44179	13.5
180	1	43679	14
180	1	43779	14.4
180	1	43789	14.8
180	1	43759	15.3
180	1	43769	15.8
180	1	43453	16.2
180	1	28299	16.6
180	1	28289	16.9
180	1	28341	17.3
180	1	28351	17.5
180	1	28361	17.9
180	1	28371	18.3
180	1	28091	18.8
180	1	21681	19.5
180	1	21691	19.8
180	1	22491	20.9
180	1	22009	21.4
180A	1	22009	0
180A	1	22499	0.7
180A	1	21699	1.8
180A	1	21689	2
180A	1	28099	2.6
180A	1	28379	3.1
180A	1	28369	3.5
180A	1	28359	3.9
180A	1	28349	4.2
180A	1	28281	4.5
180A	1	28291	4.8
180A	1	43459	5.3
180A	1	43761	5.6
180A	1	43751	6.2
180A	1	43781	6.6
180A	1	43771	7.1
180A	1	43671	7.5
180A	1	44171	8
180A	1	44161	8.5
180A	1	44151	9
180A	1	44131	9.5
180A	1	44141	9.8
180A	1	44029	10.4
180A	1	45009	10.7
180A	1	44259	11.1
181	1	22009	0
181	1	22441	0.8
181	1	22591	1.1
181	1	27371	1.5
181	1	27381	1.9
181	1	27439	2.2
181	1	27449	2.7
181	1	27459	3
181	1	27469	3.2
181	1	27461	3.5
181	1	27451	3.7
181	1	27441	4.1
181	1	27431	4.5
181	1	27389	4.7
181	1	27379	5
181	1	22599	5.5
181	1	22449	5.7
181	1	22009	6.2
181M	1	22009	0
181M	1	22441	0.8
181M	1	22591	1.1
181M	1	27371	1.5
181M	1	27381	1.9
181M	1	27439	2.2
181M	1	27449	2.7
181M	1	27459	3.2
181M	1	27469	3.4
181M	1	27479	4.1
181M	1	27451	4.8
181M	1	27441	5.2
181M	1	27431	5.6
181M	1	27389	5.8
181M	1	27379	6.1
181M	1	22599	6.6
181M	1	22449	6.8
181M	1	22009	7.3
182	1	24009	0
182	1	23081	0.8
182	1	24041	1.2
182	1	24501	2.6
182	1	25219	3.9
182	1	25229	4.7
182	1	25239	5.3
182	1	25249	5.7
182	1	25259	6.4
182	1	25269	7
182	1	25411	7.6
182	1	25421	7.9
182	1	25431	8.2
182	1	25441	8.6
182	1	25451	8.9
182	1	25461	9.3
182	1	26201	9.6
182	1	26249	10.5
182	1	26259	10.8
182	1	26269	11.3
182	1	26279	11.7
182	1	26289	12
182	1	26299	12.4
182	1	26369	13.1
182	1	26379	13.4
182	1	26389	14
182	1	26399	14.4
182	1	26409	14.7
182	1	26419	15
182	1	26429	15.3
182	1	26211	15.6
182	1	26221	15.8
182	1	26431	16.1
182	1	26441	16.4
182	1	26451	16.7
182	1	26461	17.2
182	1	26311	17.5
182	1	26321	17.8
182	1	26331	18.2
182	1	26349	18.7
182	1	26261	19.2
182	1	26251	19.6
182	1	26241	19.9
182	1	26209	20.8
182	1	25469	21.1
182	1	25459	21.5
182	1	25449	21.8
182	1	25439	22.2
182	1	25429	22.4
182	1	25419	22.9
182	1	25269	23.4
182	1	25231	24.9
182	1	25221	25.5
182	1	24509	27.5
182	1	24049	28.8
182	1	23089	29.3
182	1	24009	29.9
182M	1	24009	0
182M	1	23081	0.8
182M	1	24041	1.2
182M	1	24501	2.6
182M	1	25219	3.9
182M	1	25229	4.7
182M	1	25239	5.3
182M	1	25249	5.7
182M	1	25259	6.4
182M	1	25411	6.8
182M	1	25421	7.1
182M	1	25431	7.4
182M	1	25441	7.8
182M	1	25451	8.1
182M	1	25461	8.5
182M	1	26201	8.8
182M	1	26249	9.7
182M	1	26259	10
182M	1	26269	10.5
182M	1	26279	10.9
182M	1	26289	11.2
182M	1	26299	11.6
182M	1	26369	12.3
182M	1	26379	12.6
182M	1	26389	13.2
182M	1	26399	13.6
182M	1	26409	13.9
182M	1	26419	14.2
182M	1	26429	14.5
182M	1	26211	14.8
182M	1	26221	15
182M	1	26431	15.3
182M	1	26441	15.6
182M	1	26451	15.9
182M	1	26461	16.4
182M	1	26311	16.7
182M	1	26321	17
182M	1	26331	17.4
182M	1	26349	17.9
182M	1	26261	18.4
182M	1	26251	18.8
182M	1	26241	19.1
182M	1	26209	20
182M	1	25469	20.3
182M	1	25459	20.7
182M	1	25449	21
182M	1	25439	21.4
182M	1	25429	21.6
182M	1	25419	22.1
182M	1	25269	22.6
182M	1	25231	24.1
182M	1	25221	24.7
182M	1	24509	26.7
182M	1	24049	28
182M	1	23089	28.5
182M	1	24009	29.1
183	1	28009	0
183	1	28441	0.5
183	1	28311	0.9
183	1	28631	1.4
183	1	28641	1.7
183	1	28661	2.3
183	1	28671	2.6
183	1	28681	2.9
183	1	28691	3.2
183	1	28701	3.8
183	1	28189	4
183	1	28019	4.7
183	1	20109	5.3
183	1	17189	5.7
183	1	17179	6
183	1	17169	6.3
183	1	17159	6.7
183	1	17099	7.5
183	1	16159	8.3
183	1	16149	8.6
183	1	16139	8.9
183	1	16089	9.4
183	1	16079	9.7
183	1	16069	10
183	1	16059	10.3
183	1	16049	10.5
183	1	16101	10.8
183	1	16111	11.2
183	1	16121	11.4
183	1	16119	11.7
183	1	16109	12.1
183	1	16041	12.4
183	1	16051	12.7
183	1	16061	12.9
183	1	16071	13.1
183	1	16081	13.4
183	1	16131	13.8
183	1	16141	14.1
183	1	16151	14.4
183	1	17091	15.4
183	1	17151	16
183	1	17161	16.3
183	1	17171	16.7
183	1	17181	17
183	1	20101	17.3
183	1	28011	17.9
183	1	28181	18.7
183	1	28709	19
183	1	28699	19.6
183	1	28689	19.9
183	1	28679	20.3
183	1	28669	20.5
183	1	28649	21.1
183	1	28639	21.4
183	1	28319	21.8
183	1	28449	22.1
183	1	28009	22.6
183B	1	28009	0
183B	1	28441	0.5
183B	1	28311	0.9
183B	1	28631	1.4
183B	1	28641	1.7
183B	1	28661	2.3
183B	1	28671	2.6
183B	1	28681	2.9
183B	1	28691	3.2
183B	1	28701	3.8
183B	1	28189	4
184	1	481	0
184	1	44049	0.5
184	1	44251	0.8
184	1	44241	1.2
184	1	44231	1.7
184	1	44229	2.1
184	1	43139	2.7
184	1	43129	3.1
184	1	43099	3.6
184	1	43089	3.9
184	1	43069	4.4
184	1	43059	4.8
184	1	43049	5.1
184	1	43029	5.6
184	1	43019	6.1
184	1	42119	6.4
184	1	42109	7
184	1	42089	7.4
184	1	42149	7.9
184	1	12109	8.5
184	1	12099	8.9
184	1	12089	9.1
184	1	12079	9.6
184	1	12069	9.9
184	1	17229	10.9
184	1	17179	11.4
184	1	17169	11.7
184	1	17241	12.2
184	1	17111	12.7
184	1	12061	13.1
184	1	12071	13.4
184	1	12081	13.9
184	1	12091	14.3
184	1	12101	14.7
184	1	42141	15.1
184	1	42071	15.5
184	1	42091	16
184	1	42111	16.5
184	1	43011	16.7
184	1	43021	17.2
184	1	43041	17.7
184	1	43051	18.3
184	1	43061	18.6
184	1	43071	18.8
184	1	43081	19
184	1	43121	19.7
184	1	43131	20.2
184	1	44221	20.7
184	1	44239	21.1
184	1	44249	21.5
184	1	44259	21.9
184	1	44041	22.3
184	1	E4402	22.3
184	1	481	22.7
185	1	22609	
185	1	22191	0.1
185	1	22181	0.4
185	1	22461	0.7
185	1	22451	1.1
185	1	27301	1.4
185	1	27369	1.8
185	1	27359	2.1
185	1	27439	2.7
185	1	27449	3.2
185	1	27459	3.5
185	1	27469	3.7
185	1	27479	4.4
185	1	21169	5.1
185	1	28539	5.5
185	1	28409	5.8
185	1	28529	6.1
185	1	28519	6.6
185	1	28509	6.8
185	1	28499	7.3
185	1	28469	7.7
185	1	28459	8.1
185	1	28291	8.4
185	1	12209	13.1
185	1	17379	13.8
185	1	17189	14.1
185	1	17179	14.4
185	1	17169	14.7
185	1	17159	15.1
185	1	19049	15.7
185	1	19039	16.2
185	1	19029	16.7
185	1	19019	17
185	1	11199	17.4
185	1	11189	17.9
185	1	11389	18.4
185	2	11379	
185	2	11381	0.3
185	2	11181	0.7
185	2	11191	1.2
185	2	19011	1.7
185	2	19021	2.1
185	2	19031	2.5
185	2	19041	2.9
185	2	17151	3.6
185	2	17161	3.9
185	2	17171	4.3
185	2	17181	4.6
185	2	17371	5
185	2	12201	5.7
185	2	28299	9.8
185	2	28451	10.1
185	2	28461	10.5
185	2	28491	11
185	2	28501	11.4
185	2	28511	11.8
185	2	28521	12.1
185	2	28401	12.4
185	2	28531	12.7
185	2	21161	13.2
185	2	27471	14
185	2	27461	14.6
185	2	27451	14.8
185	2	27441	15.2
185	2	27431	15.6
185	2	27351	16.2
185	2	27361	16.5
185	2	27309	16.9
185	2	22459	17.2
185	2	22469	17.4
185	2	22189	17.7
185	2	22199	18.1
186	1	3239	0
186	1	3223	0.7
186	1	3151	1.1
186	1	3041	1.5
186	1	5131	1.9
186	1	6171	2.3
186	1	6161	2.8
186	1	6151	3.1
186	1	6141	3.6
186	1	10221	3.9
186	1	10231	4.3
186	1	10241	4.8
186	1	10261	5.2
186	1	10271	5.5
186	1	10281	5.9
186	1	10291	6.3
186	1	11131	6.8
186	1	11141	7
186	1	11151	7.6
186	1	11061	8.1
186	1	11071	8.5
186	1	11081	8.8
186	1	11091	9.2
186	1	11101	9.7
186	1	11111	10
186	1	41101	10.2
186	1	41111	10.6
186	1	41029	11.3
186	1	41019	11.8
186	1	40099	12.2
186	1	40231	12.5
186	1	51091	14
186	1	51101	14.4
186	1	51019	15
186	1	50161	15.5
186	1	50171	15.8
186	1	50191	16.1
186	1	50201	16.3
186	1	50211	16.6
186	1	50991	17
186	1	52129	17.5
186	1	52109	17.8
186	1	52499	18.3
186	2	52499	0
186	2	52451	0.3
186	2	52129	0.6
186	2	52109	0.9
186	2	52099	1.4
186	2	50159	1.7
186	2	50209	1.9
186	2	50199	2.1
186	2	50189	2.4
186	2	50179	2.6
186	2	50169	2.9
186	2	51109	3.4
186	2	51099	4
186	2	40249	4.9
186	2	40239	5.2
186	2	40091	5.7
186	2	41011	6.2
186	2	41021	6.6
186	2	41119	7.1
186	2	41109	7.4
186	2	11119	7.8
186	2	11109	8.1
186	2	11099	8.4
186	2	11089	8.8
186	2	11079	9.3
186	2	11069	9.6
186	2	11159	10.2
186	2	11149	10.6
186	2	11139	10.9
186	2	10299	11.4
186	2	10289	11.7
186	2	10279	12.1
186	2	10269	12.4
186	2	10249	12.8
186	2	10239	13.3
186	2	10229	13.6
186	2	6149	13.9
186	2	6159	14.2
186	2	6169	14.6
186	2	6189	15
186	2	5129	15.4
186	2	5319	15.8
186	2	3059	16.4
186	2	3129	16.8
186	2	3218	17.4
186	2	3239	17.6
187	1	46009	0
187	1	46549	0.9
187	1	46539	1.3
187	1	46529	1.7
187	1	46491	2
187	1	44269	9.4
187	1	44239	10
187	1	44249	10.4
187	1	44259	10.8
187	1	44149	11.5
187	1	44139	11.8
187	1	44159	12.3
187	1	44169	12.8
187	1	43529	13.2
187	1	43641	13.6
187	1	43831	13.9
187	1	43491	14.1
187	1	43481	14.6
187	1	43471	14.9
187	1	43461	15.2
187	1	43411	15.7
187	1	43701	16.2
187	1	43389	16.7
187	1	43699	17.1
187	1	28629	17.5
187	1	28321	17.9
187	1	28331	18.3
187	1	28451	18.8
187	1	28461	19.2
187	1	28491	19.7
187	1	28501	20.1
187	1	28511	20.5
187	1	28521	20.8
187	1	28399	21.1
187	1	28389	21.5
187	1	28091	21.9
187	1	21681	22.6
187	1	21691	22.9
187	1	22491	24
187	1	22009	24.5
187	2	22009	0
187	2	22499	0.7
187	2	21699	1.8
187	2	21689	2
187	2	28099	2.6
187	2	28381	3
187	2	28391	3.4
187	2	28529	3.7
187	2	28519	4.2
187	2	28509	4.4
187	2	28499	4.9
187	2	28469	5.3
187	2	28459	5.7
187	2	28339	6.1
187	2	28329	6.5
187	2	28621	6.9
187	2	43691	7.4
187	2	43381	7.7
187	2	43709	8.3
187	2	43419	8.8
187	2	43469	9.4
187	2	43479	9.7
187	2	43489	10
187	2	43499	10.4
187	2	43839	10.8
187	2	43649	11.1
187	2	43521	11.4
187	2	44161	11.9
187	2	44151	12.4
187	2	44131	12.9
187	2	44141	13.2
187	2	44251	13.7
187	2	44241	14.1
187	2	44231	14.6
187	2	44261	15.3
187	2	46499	22.3
187	2	46521	22.5
187	2	46531	22.9
187	2	46541	23.3
187	2	46009	24
188	1	44009	0
188	1	44461	0.4
188	1	44451	0.7
188	1	44441	1.1
188	1	44121	1.5
188	1	44159	2.2
188	1	44169	2.7
188	1	43529	3.1
188	1	43641	3.5
188	1	43831	3.8
188	1	43491	4
188	1	43481	4.5
188	1	43471	4.8
188	1	43461	5.1
188	1	43401	5.6
188	1	43321	6
188	1	43371	6.4
188	1	43699	6.7
188	1	28629	7.1
188	1	28631	7.3
188	1	28641	7.6
188	1	28651	8.2
188	1	28049	8.8
188	1	28039	9.2
188	1	28029	9.5
188	1	28019	10.1
188	1	20109	10.7
188	1	17051	11.1
188	1	20019	11.6
188	1	17149	11.9
188	1	17139	12.3
188	1	17191	12.9
188	1	16159	13.6
188	1	16149	13.9
188	1	16139	14.2
188	1	16089	14.7
188	1	16079	15
188	1	16069	15.3
188	1	16059	15.6
188	1	16049	15.8
188	1	16039	16
188	1	16029	16.3
188	1	16019	16.8
188	1	16209	17
188	1	15229	17.3
188	1	15219	17.5
188	1	15209	17.9
188	1	15199	18.2
188	1	15169	18.7
188	1	15159	18.9
188	1	15149	19.2
188	1	14189	19.6
188	1	14179	19.9
188	1	14169	20.3
188	1	14159	20.8
188	1	14139	21.2
188	1	14009	21.6
188	2	14009	0
188	2	14131	0.4
188	2	14151	0.9
188	2	14161	1.3
188	2	14171	1.7
188	2	15141	2.4
188	2	15151	2.7
188	2	15161	2.9
188	2	15191	3.4
188	2	15201	3.7
188	2	15221	4.3
188	2	16201	4.6
188	2	16011	4.9
188	2	16021	5.4
188	2	16031	5.7
188	2	16041	5.9
188	2	16051	6.2
188	2	16061	6.4
188	2	16071	6.6
188	2	16081	6.9
188	2	16131	7.3
188	2	16141	7.6
188	2	16151	7.9
188	2	17121	8.5
188	2	17131	9
188	2	17141	9.4
188	2	17059	10.3
188	2	20101	10.7
188	2	28011	11.3
188	2	28021	11.8
188	2	28031	12.3
188	2	28041	12.7
188	2	28659	13.3
188	2	28649	14
188	2	28639	14.3
188	2	28621	14.5
188	2	43691	15
188	2	43379	15.4
188	2	43329	15.7
188	2	43409	16.1
188	2	43469	16.7
188	2	43479	17
188	2	43489	17.3
188	2	43499	17.7
188	2	43839	18.1
188	2	43649	18.4
188	2	43521	18.7
188	2	44161	19.2
188	2	44151	19.7
188	2	44129	20.3
188	2	44449	20.7
188	2	44459	21.1
188	2	44469	21.4
188	2	44009	21.9
188E	1	44009	0
188E	1	44461	0.4
188E	1	44451	0.7
188E	1	44441	1.1
188E	1	44121	1.5
188E	1	43641	3.5
188E	1	43831	3.8
188E	1	43491	4
188E	1	43481	4.5
188E	1	43471	4.8
188E	1	43461	5.1
188E	1	43401	5.6
188E	1	43321	6
188E	1	43371	6.4
188E	1	43699	6.7
188E	1	28629	7.1
188E	1	28631	7.3
188E	1	28641	7.6
188E	1	28651	8.2
188E	1	20019	11.7
188E	1	16159	13.7
188E	1	16149	14
188E	1	16139	14.3
188E	1	15199	18.3
188E	1	15169	18.8
188E	1	15159	19
188E	1	15149	19.3
188E	1	14009	21.7
188R	1	44009	0
188R	1	44461	0.4
188R	1	44451	0.7
188R	1	44441	1.1
188R	1	44121	1.5
188R	1	43641	3.5
188R	1	43831	3.8
188R	1	43491	4
188R	1	43481	4.5
188R	1	43471	4.8
188R	1	43461	5.1
188R	1	43401	5.6
188R	1	43321	6
188R	1	43371	6.4
188R	1	43699	6.7
188R	1	28629	7.1
188R	1	28631	7.3
188R	1	28641	7.6
188R	1	28651	8.2
188R	1	14169	19.5
188R	1	14129	20.9
188R	1	14519	23.4
188R	2	14519	0
188R	2	14121	2.3
188R	2	14161	3.7
188R	2	28659	14.9
188R	2	28649	15.6
188R	2	28639	15.9
188R	2	28621	16.1
188R	2	43691	16.6
188R	2	43379	17
188R	2	43329	17.3
188R	2	43409	17.7
188R	2	43469	18.3
188R	2	43479	18.6
188R	2	43489	18.9
188R	2	43499	19.3
188R	2	43839	19.7
188R	2	43649	20
188R	2	44129	21.9
188R	2	44449	22.3
188R	2	44459	22.7
188R	2	44469	23
188R	2	44009	23.5
189	1	43009	0
189	1	43701	0.5
189	1	43389	1
189	1	43519	1.4
189	1	43599	1.8
189	1	43509	2.2
189	1	43219	2.5
189	1	43319	2.9
189	1	42319	3.3
189	1	12209	5.4
189	1	17379	6.1
189	1	17189	6.4
189	1	17179	6.7
189	1	17259	7.3
189	1	17191	8.2
189	1	16991	8.7
189	1	16891	9.2
189	1	17161	9.7
189	1	17171	10.1
189	1	17181	10.4
189	1	17371	10.8
189	1	12201	11.5
189	1	42311	13.2
189	1	43311	13.7
189	1	43211	13.9
189	1	43501	14.3
189	1	43591	14.6
189	1	43511	15
189	1	43381	15.4
189	1	43709	16
189	1	43009	16.4
189A	1	43009	0
189A	1	43701	0.5
189A	1	43389	1
189A	1	43519	1.4
189A	1	43599	1.8
189A	1	43509	2.2
189A	1	43219	2.5
189A	1	43319	2.9
19	1	75009	0
19	1	76191	0.5
19	1	76201	0.8
19	1	76211	1.1
19	1	76221	1.4
19	1	76231	1.8
19	1	76241	2.1
19	1	98011	2.7
19	1	98021	3.1
19	1	98031	3.5
19	1	98041	3.8
19	1	98231	4.1
19	1	98051	4.4
19	1	98061	5
19	1	98071	5.4
19	1	99011	5.8
19	1	99021	6.2
19	1	99031	6.5
19	1	99041	6.9
19	1	99181	7.2
19	1	99171	7.8
19	1	99161	8
19	1	95071	8.3
19	1	95081	8.6
19	1	95091	9
19	1	95131	9.2
19	1	95131	9.2
19	1	95141	9.7
19	1	95061	10.1
19	1	95051	10.5
19	1	95041	10.9
19	1	95039	11.1
19	1	95049	11.3
19	1	95069	11.9
19	1	95149	12.2
19	1	95139	12.7
19	1	95139	12.7
19	1	95099	13.1
19	1	95089	13.5
19	1	95079	13.9
19	1	99189	14.4
19	1	99049	14.8
19	1	99039	15.2
19	1	99029	15.5
19	1	99019	15.9
19	1	98079	16.5
19	1	98069	16.9
19	1	98059	17.3
19	1	98239	17.6
19	1	98049	17.9
19	1	98039	18.3
19	1	98029	18.8
19	1	98019	19.2
19	1	76249	19.8
19	1	76239	20.1
19	1	76229	20.5
19	1	76219	20.8
19	1	76209	21.2
19	1	76199	21.5
19	1	75009	21.8
190	1	44009	0
190	1	44539	0.4
190	1	44399	0.9
190	1	44299	1.2
190	1	44289	1.5
190	1	44279	1.9
190	1	44141	2.3
190	1	44251	2.8
190	1	44241	3.2
190	1	44231	3.7
190	1	44261	4.4
190	1	40239	14.1
190	1	40229	14.5
190	1	40219	14.8
190	1	40209	15.2
190	1	40199	15.7
190	1	9219	16.4
190	1	9047	16.8
190	1	9037	17.3
190	1	8138	18
190	1	8057	18.4
190	1	8069	18.9
190	1	4159	19.4
190	1	4149	19.7
190	1	4229	20
190	1	4239	20.2
190	1	5059	20.5
190	1	5049	20.7
190	1	5039	21.1
190	1	5019	21.4
190	1	10011	22
190	1	10041	22.3
190	1	10499	22.9
190	2	10499	0
190	2	10049	0.7
190	2	10017	1.1
190	2	5012	1.6
190	2	5022	2.2
190	2	4222	2.7
190	2	4223	3
190	2	4143	3.4
190	2	4121	3.7
190	2	8041	4
190	2	8031	4.3
190	2	8111	4.8
190	2	8121	5.1
190	2	9011	5.8
190	2	9023	6.1
190	2	9213	6.8
190	2	40191	7.6
190	2	40201	8
190	2	40211	8.4
190	2	40221	8.6
190	2	40231	9
190	2	44269	18.3
190	2	44239	18.9
190	2	44249	19.3
190	2	44259	19.7
190	2	44149	20.4
190	2	44271	20.7
190	2	44281	21.1
190	2	44291	21.4
190	2	44391	21.8
190	2	44009	22.8
190A	1	44009	0
190A	1	44539	0.4
190A	1	44399	0.9
190A	1	44299	1.2
190A	1	44289	1.5
190A	1	44279	1.9
190A	1	44141	2.3
190A	1	44251	2.8
190A	1	44241	3.2
190A	1	44231	3.7
190A	1	44261	4.4
190A	1	40239	14.1
190A	1	40229	14.5
190A	1	40219	14.8
190A	1	40209	15.2
190A	1	40199	15.7
190A	1	9219	16.4
190A	1	9047	16.8
190A	1	9037	17.3
190A	1	8138	18
190A	1	8057	18.4
191	1	11379	0
191	1	11381	0.3
191	1	11181	0.7
191	1	11369	1
191	1	18149	1.6
191	1	18151	2
191	1	18171	2.6
191	1	18181	2.8
191	1	18191	3.2
191	1	18211	3.6
191	1	18201	4.2
191	1	18199	4.5
191	1	18189	4.8
191	1	18179	5
191	1	18159	5.5
191	1	18141	6.1
191	1	11361	6.5
191	1	11189	6.8
191	1	11389	7.3
191	1	11379	7.5
192	1	22009	0
192	1	22251	0.7
192	1	22241	1.1
192	1	22539	1.3
192	1	22521	1.6
192	1	22469	1.8
192	1	22479	2.4
192	1	23041	2.8
192	1	23051	3
192	1	23061	3.4
192	1	23071	3.9
192	1	23379	4.6
192	1	23519	4.8
192	1	24011	5.2
192	1	24021	5.9
192	1	24511	7.2
192	1	25201	8.5
192	1	25199	8.8
192	1	25189	9.2
192	1	25179	9.4
192	1	25169	9.8
192	1	25129	10.1
192	1	25119	10.4
192	1	25109	10.8
192	1	25099	11.2
192	1	25819	11.5
192	1	25519	11.9
192	1	24719	12.1
192	1	25689	12.4
192	1	25449	12.9
192	1	25439	13.3
192	1	25429	13.5
192	1	25009	14.1
192	2	25009	0
192	2	25421	0.6
192	2	25431	0.9
192	2	25441	1.3
192	2	25681	1.7
192	2	24711	2.2
192	2	25511	2.3
192	2	25811	2.7
192	2	25091	3.1
192	2	25101	3.5
192	2	25111	3.8
192	2	25121	4.1
192	2	25151	4.3
192	2	25161	4.6
192	2	25171	4.9
192	2	25181	5.2
192	2	25191	5.5
192	2	25209	5.8
192	2	24519	6
192	2	24029	7.6
192	2	24019	8.2
192	2	23371	8.7
192	2	23079	9.4
192	2	23069	9.8
192	2	23059	10.1
192	2	23049	10.6
192	2	22471	10.9
192	2	22461	11.3
192	2	22529	11.6
192	2	22531	11.9
192	2	22249	12.1
192	2	22259	12.5
192	2	22009	13
193	1	22009	0
193	1	22441	0.8
193	1	22591	1.1
193	1	22341	1.4
193	1	22351	1.8
193	1	22361	2.2
193	1	22459	2.4
193	1	22469	2.6
193	1	22189	2.9
193	1	22179	3.3
193	1	22169	3.7
193	1	23501	3.9
193	1	23091	4.2
193	1	23101	4.4
193	1	23111	4.7
193	1	23121	5
193	1	23131	5.3
193	1	23141	5.4
193	1	23489	5.9
193	1	23519	6.3
193	1	24011	6.7
193	1	24021	7.4
193	1	24511	8.7
193	1	24521	9
193	1	25321	9.7
193	1	25331	10.1
193	1	25341	10.4
193	1	25351	10.7
193	1	25369	11
193	1	25371	11.3
193	1	25381	11.6
193	1	25061	11.9
193	1	25071	12.2
193	1	25519	12.5
193	1	24719	12.7
193	1	25399	13
193	1	26209	14
193	1	25469	14.3
193	1	25459	14.7
193	1	25449	15
193	1	25439	15.4
193	1	25429	15.6
193	1	25009	16.2
193	2	25009	0
193	2	25421	0.6
193	2	25431	0.9
193	2	25441	1.3
193	2	25451	1.6
193	2	25461	2
193	2	26201	2.3
193	2	25391	3.3
193	2	24711	3.7
193	2	25511	3.8
193	2	25079	4.2
193	2	25069	4.5
193	2	25389	4.8
193	2	25379	5.1
