ServiceNo	Direction	BusStopCode	Distance
272	1	14489	1.5
272	1	14309	1.7
272	1	14379	1.9
272	1	14291	2.3
272	1	14269	2.7
272	1	14259	2.9
272	1	14241	3.2
272	1	10331	3.5
272	1	10009	3.8
273	1	10009	0
273	1	10339	0.4
273	1	14249	0.6
273	1	14059	1.1
273	1	14349	1.4
273	1	14339	1.7
273	1	14399	2
273	1	14329	2.7
273	1	14359	3
273	1	14041	3.3
273	1	14051	3.7
273	1	14241	4.2
273	1	10331	4.5
273	1	10009	4.8
27A	1	67261	0
27A	1	67209	0.3
27A	1	67199	0.5
27A	1	67189	0.7
27A	1	67249	1.1
27A	1	67259	1.4
27A	1	65061	1.6
27A	1	65199	2.2
27A	1	75359	6.2
27A	1	75369	6.6
27A	1	75319	7
27A	1	75299	7.5
27A	1	75289	7.9
27A	1	75279	8.2
27A	1	76549	8.7
27A	1	76191	9.5
27A	1	76149	10
27A	1	76139	10.4
28	1	75009	0
28	1	76191	0.5
28	1	76399	0.9
28	1	76369	1.4
28	1	76359	1.7
28	1	76279	2.1
28	1	76269	2.4
28	1	76259	2.7
28	1	76469	3.3
28	1	76429	3.6
28	1	76419	4
28	1	76109	4.2
28	1	76099	4.7
28	1	76089	5.2
28	1	76079	5.7
28	1	75059	6.4
28	1	75069	7.1
28	1	75349	7.5
28	1	84209	7.7
28	1	84529	8.2
28	1	84219	8.5
28	1	84199	9
28	1	84049	9.2
28	1	84039	9.9
28	1	84029	10.3
28	1	84019	10.6
28	1	83099	11.1
28	1	83079	11.5
28	1	83059	11.9
28	1	83049	12.1
28	1	83029	12.5
28	1	82069	12.9
28	1	82049	13.4
28	1	82029	13.8
28	1	81129	14.3
28	1	81119	14.6
28	1	81109	14.9
28	1	70251	15.4
28	1	70261	15.8
28	1	70271	16
28	1	70281	16.6
28	1	70291	16.9
28	1	70301	17.2
28	1	62061	17.7
28	1	62071	18
28	1	62081	18.4
28	1	62091	18.7
28	1	62101	19
28	1	66089	19.4
28	1	66079	19.8
28	1	66069	20.4
28	1	52069	20.9
28	1	52059	21.2
28	1	52361	21.8
28	1	52279	22.4
28	1	52259	22.9
28	1	52501	23.3
28	1	52009	23.7
28	2	52009	0
28	2	52509	0.5
28	2	52251	0.8
28	2	52271	1.3
28	2	52369	1.9
28	2	52051	2.7
28	2	52061	3.2
28	2	66061	3.7
28	2	66071	4.2
28	2	66081	4.5
28	2	62109	5
28	2	62099	5.2
28	2	62089	5.5
28	2	62079	5.7
28	2	62069	5.9
28	2	70309	6.5
28	2	70299	6.7
28	2	70289	7
28	2	70279	7.5
28	2	70269	7.8
28	2	70259	8.3
28	2	81101	8.7
28	2	81111	9
28	2	82011	9.4
28	2	82033	9.8
28	2	82061	10.3
28	2	83011	10.9
28	2	83031	11.2
28	2	83062	11.6
28	2	83081	12.1
28	2	84011	12.7
28	2	84021	13
28	2	84031	13.6
28	2	84041	14.1
28	2	84191	14.3
28	2	84211	14.8
28	2	84521	15.1
28	2	84201	15.6
28	2	75341	15.9
28	2	75061	16.3
28	2	75051	17
28	2	76071	17.7
28	2	76081	18.2
28	2	76091	18.6
28	2	76101	19
28	2	76411	19.4
28	2	76421	19.7
28	2	76461	20.1
28	2	76251	20.6
28	2	76261	20.9
28	2	76271	21.3
28	2	76351	21.6
28	2	76361	22
28	2	76391	22.4
28	2	76199	22.8
28	2	75009	23.1
282	1	17009	0
282	1	17221	0.8
282	1	17249	1.3
282	1	17259	1.8
282	1	17269	2.6
282	1	17279	2.8
282	1	17289	3
282	1	17041	3.3
282	1	17251	4.3
282	1	17241	4.8
282	1	17229	5.2
282	1	17009	5.8
284	1	17009	0
284	1	17211	0.6
284	1	17201	0.9
284	1	17219	1.3
284	1	17009	1.7
285	1	17009	0
285	1	17239	0.6
285	1	17259	1
285	1	17061	1.9
285	1	17071	2.1
285	1	20291	2.5
285	1	20281	3
285	1	20341	3.9
285	1	20331	4.2
285	1	20329	4.5
285	1	20319	4.8
285	1	20309	5
285	1	20299	5.6
285	1	17079	5.8
285	1	17069	6.1
285	1	17251	7
285	1	17161	7.2
285	1	17171	7.6
285	1	17009	7.8
29	1	75009	0
29	1	76191	0.5
29	1	76399	0.9
29	1	76369	1.4
29	1	76359	1.7
29	1	76349	2.1
29	1	76319	2.4
29	1	76231	2.7
29	1	76241	3
29	1	98081	3.7
29	1	97101	4
29	1	97111	4.3
29	1	97201	4.7
29	1	97061	5.1
29	1	97071	5.5
29	1	97081	5.9
29	1	97091	6.4
29	1	98061	6.9
29	1	98071	7.3
29	1	99011	7.7
29	1	99021	8.1
29	1	99071	8.4
29	1	99081	8.7
29	1	99091	8.9
29	1	99101	9.1
29	1	99111	9.4
29	1	99009	9.9
29	1	99129	10.1
29	1	99119	10.4
29	1	99109	10.7
29	1	99099	10.9
29	1	99089	11.1
29	1	99079	11.4
29	1	99029	11.6
29	1	99019	12
29	1	98079	12.6
29	1	98069	13
29	1	97099	13.4
29	1	97089	13.9
29	1	97079	14.3
29	1	97069	14.7
29	1	97209	15.1
29	1	97119	15.5
29	1	97109	15.8
29	1	98089	16.1
29	1	76249	16.7
29	1	76239	17
29	1	76311	17.4
29	1	76341	17.6
29	1	76351	18
29	1	76361	18.4
29	1	76391	18.8
29	1	76199	19.2
29	1	75009	19.5
291	1	75009	0
291	1	75129	0.8
291	1	75139	1.2
291	1	75161	1.6
291	1	75201	1.9
291	1	75081	2
291	1	75099	2.5
291	1	75219	2.8
291	1	75109	3
291	1	75111	3.5
291	1	75169	3.9
291	1	75131	4.5
291	1	75121	4.8
291	1	75009	5.5
291	1	76191	6
291	1	76151	6.4
291	1	76401	6.8
291	1	76181	7.1
291	1	76411	7.6
291	1	76421	7.9
291	1	76439	8.2
291	1	76449	8.4
291	1	76459	8.6
291	1	76419	9
291	1	76189	9.4
291	1	76409	9.6
291	1	76159	10
291	1	76199	10.3
291	1	75009	10.6
292	1	75009	0
292	1	76059	0.6
292	1	76069	1.1
292	1	76071	1.6
292	1	76081	2.1
292	1	76291	2.3
292	1	76301	2.7
292	1	76099	2.9
292	1	76089	3.4
292	1	76329	3.7
292	1	76339	4
292	1	76061	4.8
292	1	76051	5.3
292	1	75009	5.9
293	1	75009	0
293	1	76059	0.6
293	1	76111	0.8
293	1	76121	1.1
293	1	75079	1.4
293	1	75089	1.8
293	1	75109	2.1
293	1	75151	2.6
293	1	75141	3
293	1	75329	3.4
293	1	75339	3.7
293	1	75159	4.3
293	1	75101	4.7
293	1	75081	5
293	1	75071	5.3
293	1	76129	5.6
293	1	76119	5.9
293	1	76051	6.1
293	1	75009	6.7
293	1	76191	7.2
293	1	76399	7.6
293	1	76369	8.1
293	1	76359	8.4
293	1	76279	8.8
293	1	76269	9.1
293	1	76259	9.4
293	1	76239	9.8
293	1	76311	10.2
293	1	76371	10.4
293	1	76471	10.7
293	1	76211	11.1
293	1	76221	11.4
293	1	76231	11.8
293	1	76251	12.2
293	1	76261	12.5
293	1	76271	12.9
293	1	76351	13.2
293	1	76361	13.6
293	1	76391	14
293	1	76199	14.4
293	1	75009	15
298	1	75019	0
298	1	76559	0.4
298	1	76191	0.6
298	1	76149	1.1
298	1	76139	1.5
298	1	76111	1.9
298	1	76041	2.6
298	1	75089	3
298	1	75109	3.3
298	1	75151	3.8
298	1	75179	4.1
298	1	75419	4.5
298	1	75021	5.1
298	1	75251	5.4
298	1	75031	5.7
298	1	75101	6
298	1	75081	6.3
298	1	76049	6.7
298	1	76119	7.5
298	1	76131	7.8
298	1	76141	8.2
298	1	76199	8.6
298	1	76551	8.9
298	1	75019	9.5
29A	1	75009	0
29A	1	76191	0.5
29A	1	76399	0.9
29A	1	76369	1.4
29A	1	76359	1.7
29A	1	76349	2.1
29A	1	76319	2.4
29A	1	76231	2.7
29A	1	76241	3
2A	1	10499	0
2A	1	10049	0.7
2A	1	10017	1.1
2A	1	5013	2.1
2A	1	5023	2.5
2A	1	4222	2.8
2A	1	4142	3.3
2A	1	1012	3.8
2A	1	1113	4.4
2A	1	1121	4.8
2A	1	1211	5.1
2A	1	1311	5.4
2A	1	80011	6
2A	1	80031	6.5
2A	1	80051	6.8
2A	1	80071	7.2
2A	1	80091	7.7
2A	1	81011	8
2A	1	81031	8.3
2A	1	81051	8.8
2A	1	82011	9.3
2A	1	82032	9.6
2A	1	82061	10.2
2A	1	83011	10.8
2A	1	83031	11.1
2A	1	83062	11.5
2A	1	83081	12
2A	1	84011	12.6
2A	1	84021	12.9
2A	1	84031	13.5
2A	1	84041	14
2A	1	84051	14.6
2A	1	84061	14.9
2A	1	85091	15.4
2N	1	2099	
2N	1	2101	0.4
2N	1	2051	0.8
2N	1	2061	1.1
2N	1	4167	2.1
2N	1	4249	2.4
2N	1	5029	2.8
2N	1	4222	3.4
2N	1	4211	3.7
2N	1	4331	4
2N	1	13109	4.3
2N	1	13211	4.6
2N	1	6151	5.2
2N	1	6141	5.7
2N	1	6131	6
2N	1	13121	6.3
2N	1	13141	6.7
2N	1	13191	7.3
2N	1	9048	8
2N	1	9038	8.6
2N	1	8138	9
2N	1	8057	9.4
2N	1	8079	9.9
2N	1	7011	10.1
2N	1	7021	10.5
2N	1	7539	10.8
2N	1	7589	11.2
2N	1	1559	11.5
2N	1	1549	11.7
2N	1	83101	20.2
2N	1	83111	20.5
2N	1	72011	21
2N	1	72021	21.4
2N	1	72061	21.9
2N	1	72071	22.1
2N	1	84499	22.6
2N	1	84489	23.2
2N	1	84461	23.6
2N	1	84471	24
2N	1	84621	24.4
2N	1	84611	24.8
2N	1	84631	25
2N	1	84601	25.2
2N	1	75341	25.6
2N	1	75061	26
2N	1	75229	26.8
2N	1	75239	27.3
2N	1	75249	27.7
2N	1	75031	28.1
2N	1	75151	28.6
2N	1	75141	29
2N	1	75131	29.4
2N	1	75121	29.7
2N	1	76059	30.2
2N	1	76131	30.5
2N	1	76141	30.9
2N	1	76399	31.5
2N	1	76369	32
2N	1	76359	32.3
2N	1	76279	32.7
2N	1	76269	33
2N	1	76259	33.3
2N	1	76469	33.9
2N	1	76429	34.2
2N	1	76419	34.6
2N	1	76109	34.8
2N	1	76099	35.3
2N	1	76089	35.8
2N	1	76079	36.3
2N	1	76061	36.9
2N	1	76111	37.4
2N	1	76121	37.7
2N	1	75079	38
2N	1	75089	38.4
2N	1	75109	38.7
3	1	75009	0
3	1	76059	0.6
3	1	76131	0.9
3	1	76141	1.3
3	1	76151	1.5
3	1	76161	1.9
3	1	76171	2.3
3	1	76091	2.7
3	1	76101	3.1
3	1	76031	3.3
3	1	76231	3.7
3	1	76241	4
3	1	98011	4.6
3	1	98091	4.9
3	1	78211	5.4
3	1	78201	5.8
3	1	78229	6.3
3	1	78111	6.8
3	1	78101	7.2
3	1	77371	7.9
3	1	77321	8.1
3	1	77021	8.4
3	1	77011	8.8
3	1	77069	9.1
3	1	77301	9.4
3	1	77311	9.6
3	1	77161	9.8
3	1	77281	9.9
3	1	77331	10.3
3	1	65191	14.4
3	1	65071	14.9
3	1	65151	15.3
3	1	65161	15.6
3	1	65171	16.1
3	1	65231	16.7
3	1	65269	17.1
3	1	65279	17.6
3	1	65289	18.1
3	1	65229	18.4
3	1	65009	18.9
3	2	65009	0
3	2	65221	0.6
3	2	65281	0.9
3	2	65271	1.4
3	2	65261	2
3	2	65239	2.5
3	2	65179	3.1
3	2	65169	3.5
3	2	65159	4
3	2	65079	4.3
3	2	65199	4.7
3	2	77339	8.7
3	2	77289	9.2
3	2	77169	9.5
3	2	77319	9.7
3	2	77309	10
3	2	77061	10.2
3	2	78049	10.4
3	2	77019	10.6
3	2	77029	11
3	2	77329	11.2
3	2	77379	11.4
3	2	77009	11.8
3	2	78109	12.6
3	2	78119	13.1
3	2	78221	13.6
3	2	78209	14
3	2	78219	14.6
3	2	98099	15
3	2	98019	15.4
3	2	76249	16
3	2	76239	16.3
3	2	76039	16.6
3	2	76189	17
3	2	76179	17.4
3	2	76169	17.8
3	2	76159	18.1
3	2	76149	18.3
3	2	76139	18.7
3	2	76051	19.1
3	2	75009	19.7
30	1	84009	0
30	1	84029	0.7
30	1	84019	1
30	1	83099	1.5
30	1	83079	1.9
30	1	83059	2.3
30	1	83049	2.5
30	1	83029	2.9
30	1	82069	3.3
30	1	82049	3.8
30	1	82029	4.2
30	1	82099	4.7
30	1	82089	4.9
30	1	81199	5.4
30	1	81189	5.7
30	1	81179	6.2
30	1	80279	6.6
30	1	91099	6.9
30	1	91089	7.4
30	1	5649	14.9
30	1	14061	15.2
30	1	14071	15.7
30	1	14081	16.1
30	1	14101	16.5
30	1	14141	17.3
30	1	14121	17.6
30	1	14131	18
30	1	14151	18.5
30	1	14161	18.9
30	1	14171	19.3
30	1	15141	20
30	1	15151	20.3
30	1	15161	20.5
30	1	15191	21
30	1	15201	21.3
30	1	15221	21.9
30	1	16201	22.2
30	1	16011	22.5
30	1	16021	23
30	1	16031	23.3
30	1	16041	23.5
30	1	16051	23.8
30	1	16061	24
30	1	16071	24.3
30	1	16081	24.6
30	1	17011	24.9
30	1	17021	25.2
30	1	17381	25.5
30	1	17031	25.8
30	1	17041	26.1
30	1	17061	26.6
30	1	17071	26.8
30	1	20291	27.2
30	1	20281	27.7
30	1	20131	28.3
30	1	20141	28.7
30	1	20151	29
30	1	20201	29.6
30	1	20211	29.8
30	1	20231	30.2
30	1	20121	30.7
30	1	20241	30.8
30	1	21011	32.5
30	1	21021	33
30	1	21171	33.8
30	1	21551	34.1
30	1	21561	34.5
30	1	21571	34.7
30	1	21581	34.9
30	1	21591	35.2
30	1	21601	35.5
30	1	21611	35.8
30	1	21211	36.3
30	1	21681	36.7
30	1	21691	37
30	1	22009	37.9
30	2	22009	0
30	2	21699	0.9
30	2	21689	1.1
30	2	21229	1.4
30	2	21219	1.6
30	2	21619	2
30	2	21609	2.4
30	2	21599	2.8
30	2	21589	3.1
30	2	21579	3.4
30	2	21569	3.6
30	2	21559	4.1
30	2	21179	4.3
30	2	21029	4.8
30	2	21019	5.4
30	2	20089	6.8
30	2	20269	7.8
30	2	20259	8
30	2	20159	8.3
30	2	20149	8.6
30	2	20139	9
30	2	20289	9.5
30	2	20299	10
30	2	17079	10.2
30	2	17069	10.5
30	2	17049	11
30	2	17039	11.4
30	2	17389	11.7
30	2	17029	12
30	2	17019	12.4
30	2	16089	12.7
30	2	16079	12.9
30	2	16069	13.2
30	2	16059	13.5
30	2	16049	13.7
30	2	16039	13.9
30	2	16029	14.2
30	2	16019	14.7
30	2	16209	14.9
30	2	15229	15.2
30	2	15219	15.4
30	2	15209	15.8
30	2	15199	16.1
30	2	15169	16.6
30	2	15159	16.8
30	2	15149	17.1
30	2	14189	17.5
30	2	14179	17.8
30	2	14169	18.2
30	2	14159	18.7
30	2	14139	19.1
30	2	14129	19.6
30	2	14119	19.9
30	2	14109	20.6
30	2	14089	21
30	2	14069	21.9
30	2	5641	22.4
30	2	91081	30
30	2	91091	30.5
30	2	81171	31.3
30	2	81181	31.8
30	2	81191	32.2
30	2	82081	32.6
30	2	82091	32.8
30	2	82111	33.2
30	2	82011	33.4
30	2	82033	33.8
30	2	82061	34.3
30	2	83011	34.9
30	2	83031	35.2
30	2	83062	35.6
30	2	83081	36.1
30	2	84011	36.7
30	2	84021	37
30	2	84009	37.8
300	1	44009	0
300	1	44491	0.4
300	1	44501	0.9
300	1	44621	1.2
300	1	45451	1.8
300	1	44569	2
300	1	44579	2.3
300	1	44459	2.6
300	1	44521	2.9
300	1	44511	3.2
300	1	44689	3.5
300	1	44629	3.8
300	1	44509	4.2
300	1	44499	4.6
300	1	44009	5.2
301	1	44009	0
301	1	44461	0.4
301	1	44451	0.7
301	1	44571	1.2
301	1	44561	1.4
301	1	44689	1.8
301	1	44551	2.2
301	1	44581	2.4
301	1	44181	2.7
301	1	44189	2.8
301	1	44591	3
301	1	44089	3.2
301	1	44569	3.5
301	1	44579	3.8
301	1	44459	4.1
301	1	44469	4.4
301	1	44009	4.9
302	1	44009	0
302	1	45231	0.4
302	1	45241	0.9
302	1	45251	1.2
302	1	45311	1.6
302	1	45261	1.8
302	1	45271	2.1
302	1	45321	2.6
302	1	45389	3.1
302	1	45401	3.5
302	1	45411	3.7
302	1	45421	4
302	1	45439	4.2
302	1	45399	4.4
302	1	45329	4.9
302	1	45279	5.3
302	1	45269	5.6
302	1	45319	5.9
302	1	45259	6.2
302	1	45249	6.6
302	1	45239	7
302	1	44009	7.5
302A	1	45321	2.6
302A	1	45389	3.1
302A	1	45401	3.5
302A	1	45411	3.7
302A	1	45421	4
302A	1	45439	4.2
302A	1	45399	4.4
302A	1	45329	4.9
307	1	44009	0
307	1	44539	0.4
307	1	44541	0.8
307	1	45291	1.2
307	1	45309	1.5
307	1	45369	1.9
307	1	45379	2.3
307	1	45359	2.7
307	1	45321	3
307	1	45339	3.3
307	1	45349	3.6
307	1	45351	4.1
307	1	45371	4.5
307	1	45361	4.9
307	1	45301	5.3
307	1	45299	5.5
307	1	44549	5.9
307	1	44531	6.4
307	1	44461	6.7
307	1	44489	7.1
307	1	44479	7.5
307	1	44119	7.6
307	1	44299	7.9
307	1	44439	8.4
307	1	44421	8.7
307	1	44411	8.9
307	1	44291	9.6
307	1	44111	9.9
307	1	44471	10.1
307	1	44481	10.5
307	1	44469	10.9
307	1	44009	11.4
307A	1	44009	0
307A	1	44539	0.4
307A	1	44541	0.8
307A	1	45291	1.2
307A	1	45309	1.5
307A	1	45369	1.9
307A	1	45379	2.3
307A	1	45359	2.7
307A	1	45321	3
307A	1	45339	3.3
307A	1	45349	3.6
307A	1	45351	4.1
307A	1	45371	4.5
307A	1	45361	4.9
307A	1	45301	5.3
307A	1	45299	5.5
307A	1	44549	5.9
307A	1	44531	6.4
308	1	44009	0
308	1	44539	0.4
308	1	44399	0.9
308	1	44111	1.3
308	1	44109	1.9
308	1	44879	2.4
308	1	44899	2.8
308	1	44889	3.3
308	1	44101	3.8
308	1	44119	4.3
308	1	44391	4.7
308	1	44009	5.7
30e	1	84009	0
30e	1	84029	0.7
30e	1	84019	1
30e	1	82069	3.3
30e	1	81199	5.4
30e	1	81189	5.7
30e	1	81179	6.2
30e	1	91099	6.9
30e	1	91089	7.4
30e	1	14141	17.3
30e	1	14121	17.6
30e	1	15141	20
30e	1	15151	20.3
30e	1	15161	20.5
30e	1	15201	21.3
30e	1	16011	22.5
30e	1	16031	23.3
30e	1	16061	24
30e	2	16069	0
30e	2	16039	0.7
30e	2	16019	1.5
30e	2	15209	2.6
30e	2	15169	3.4
30e	2	15159	3.6
30e	2	15149	3.9
30e	2	14129	6.4
30e	2	14119	6.7
30e	2	91081	16.8
30e	2	91091	17.3
30e	2	81171	18.1
30e	2	81181	18.6
30e	2	81191	19
30e	2	82061	21.1
30e	2	84011	23.5
30e	2	84021	23.8
30e	2	84009	24.6
31	1	75009	0
31	1	76059	0.6
31	1	76069	1.1
31	1	96289	2.3
31	1	96109	2.7
31	1	96119	3.2
31	1	96019	3.5
31	1	85109	3.8
31	1	85099	4.5
31	1	84069	5
31	1	84059	5.3
31	1	84049	5.8
31	1	84039	6.5
31	1	84139	6.8
31	1	84129	7.4
31	1	84151	7.9
31	1	93131	8.4
31	1	93049	8.7
31	1	93039	9.1
31	1	93201	9.4
31	1	93029	9.8
31	1	93019	10.2
31	1	92089	10.6
31	1	92079	10.9
31	1	92069	11.4
31	1	92059	11.8
31	1	92049	12.1
31	1	92241	12.9
31	1	92161	13.7
31	1	82071	14.1
31	1	81199	14.9
31	1	81189	15.2
31	1	81179	15.7
31	1	80141	16.3
31	1	80111	16.9
31	1	80049	17.3
31	1	80101	17.7
31	1	60051	18.4
31	1	60191	18.9
31	1	60121	19.3
31	1	60141	19.7
31	1	60161	20
31	1	60181	20.3
31	1	60089	20.6
31	1	52089	21.3
31	1	52321	22.3
31	1	52501	22.6
31	1	52009	23
31	2	52009	0
31	2	52509	0.5
31	2	52329	0.8
31	2	52081	1.9
31	2	60081	2.6
31	2	60179	3.2
31	2	60159	3.4
31	2	60139	3.7
31	2	60119	4.2
31	2	60059	4.9
31	2	80109	5.6
31	2	80051	5.9
31	2	80119	6.5
31	2	80149	7.1
31	2	81171	7.7
31	2	81181	8.2
31	2	81191	8.6
31	2	82079	9.1
31	2	92169	9.5
31	2	92249	10.4
31	2	92041	11
31	2	92051	11.4
31	2	92061	11.8
31	2	92071	12.3
31	2	92081	12.6
31	2	93011	13
31	2	93021	13.4
31	2	93031	14
31	2	93041	14.5
31	2	93139	14.8
31	2	84159	15.2
31	2	84121	15.6
31	2	84131	16.3
31	2	84031	16.8
31	2	84041	17.3
31	2	84051	17.9
31	2	84061	18.2
31	2	85091	18.7
31	2	85101	19.3
31	2	96011	19.7
31	2	96111	20
31	2	96101	20.4
31	2	96281	20.8
31	2	76061	22.1
31	2	76051	22.6
31	2	75009	23.2
315	1	66009	0
315	1	66351	0.7
315	1	66371	1.1
315	1	66059	1.4
315	1	66111	2.2
315	1	66121	2.6
315	1	66271	3
315	1	66131	3.5
315	1	66141	3.7
315	1	66329	4.3
315	1	66319	4.7
315	1	66309	5
315	1	66421	5.7
315	1	66431	6.1
315	1	66539	6.4
315	1	66529	6.6
315	1	66509	6.9
315	1	66599	7.3
315	1	66331	7.6
315	1	66301	8
315	1	66311	8.4
315	1	66321	8.8
315	1	66149	9.3
315	1	66139	9.6
315	1	66271	10.1
315	1	66129	10.6
315	1	66119	11.1
315	1	66041	11.4
315	1	66051	11.7
315	1	66379	12.1
315	1	66359	12.4
315	1	66009	13.1
317	1	66009	0
317	1	62131	0.5
317	1	62141	0.9
317	1	63141	1.3
317	1	63361	1.8
317	1	63181	2.2
317	1	66149	2.5
317	1	66139	2.8
317	1	66271	3.3
317	1	66151	3.5
317	1	66161	3.7
317	1	66171	3.9
317	1	66181	4.1
317	1	66191	4.4
317	1	66201	4.5
317	1	66211	4.8
317	1	66291	5
317	1	66221	5.3
317	1	66231	5.6
317	1	66241	5.8
317	1	66251	6
317	1	66261	6.2
317	1	66271	6.4
317	1	66131	6.9
317	1	66141	7.1
317	1	63189	7.3
317	1	63179	7.5
317	1	63369	7.9
317	1	63149	8.1
317	1	62149	8.6
317	1	62189	8.8
317	1	66009	9.5
31A	1	75009	0
31A	1	76059	0.6
31A	1	76069	1.1
31A	1	96289	2.3
31A	1	96109	2.7
31A	1	96119	3.2
31A	1	96019	3.5
31A	1	85109	3.8
31A	1	85099	4.5
32	1	84009	0
32	1	84029	0.7
32	1	84019	1
32	1	83099	1.5
32	1	83079	1.9
32	1	83209	2.1
32	1	83199	2.3
32	1	83189	2.4
32	1	83179	2.7
32	1	93109	2.9
32	1	93059	3.2
32	1	92159	3.5
32	1	92149	3.8
32	1	92139	4.1
32	1	92129	4.6
32	1	92119	5.1
32	1	92109	5.3
32	1	92099	5.6
32	1	92161	6.1
32	1	82071	6.5
32	1	81199	7.3
32	1	81189	7.6
32	1	81179	8.1
32	1	80141	8.7
32	1	80111	9.3
32	1	80049	9.7
32	1	80039	9.9
32	1	80029	10.4
32	1	1339	10.9
32	1	1329	11.3
32	1	1229	11.8
32	1	1139	12.2
32	1	1039	12.5
32	1	1029	12.7
32	1	4168	13.3
32	1	4251	13.7
32	1	4211	13.9
32	1	4331	14.2
32	1	13109	14.5
32	1	13099	15
32	1	13089	15.4
32	1	13079	15.8
32	1	13069	16.2
32	1	13059	16.5
32	1	10519	16.7
32	1	10389	17
32	1	10171	17.5
32	1	10181	17.8
32	1	10191	18
32	1	10201	18.3
32	1	10321	18.9
32	1	10479	19.3
32	1	10469	19.7
32	1	11499	20.2
32	1	11489	20.6
32	1	11479	20.8
32	1	11469	21.1
32	1	11161	21.7
32	1	11171	22.2
32	1	11389	22.7
32	2	11379	0
32	2	11189	0.3
32	2	11179	0.5
32	2	11169	1.1
32	2	11471	1.8
32	2	11481	2.2
32	2	11491	2.4
32	2	10461	2.9
32	2	10471	3.2
32	2	10329	3.7
32	2	10209	4.3
32	2	10199	4.6
32	2	10189	4.9
32	2	10179	5.2
32	2	10381	5.6
32	2	13051	6.1
32	2	13062	6.4
32	2	13071	7
32	2	13081	7.4
32	2	13091	7.8
32	2	13101	8.2
32	2	4339	8.5
32	2	4219	8.8
32	2	4142	9.3
32	2	1012	9.8
32	2	1113	10.4
32	2	1121	10.8
32	2	1211	11.1
32	2	1311	11.4
32	2	80011	12.1
32	2	80031	12.6
32	2	80051	12.9
32	2	80119	13.5
32	2	80149	14.1
32	2	81171	14.7
32	2	81181	15.2
32	2	81191	15.6
32	2	82079	16.1
32	2	92169	16.5
32	2	92091	17.1
32	2	92101	17.4
32	2	92111	17.6
32	2	92121	18.1
32	2	92131	18.6
32	2	92141	19
32	2	92151	19.2
32	2	93051	19.5
32	2	93101	19.9
32	2	83171	20.2
32	2	83181	20.5
32	2	83191	20.7
32	2	83201	20.9
32	2	83063	21.3
32	2	83081	21.6
32	2	84011	22.2
32	2	84021	22.5
32	2	84009	23.3
324	1	64009	0
324	1	64041	0.7
324	1	64051	1.1
324	1	62271	1.6
324	1	62251	1.8
324	1	62261	2.5
324	1	64059	3.2
324	1	64049	3.5
324	1	64009	4.2
325	1	64009	0
325	1	64019	0.7
325	1	63349	1.4
325	1	63359	1.9
325	1	64399	2.2
325	1	64389	2.6
325	1	64421	3.1
325	1	64039	3.5
325	1	64369	3.8
325	1	64431	4.3
325	1	64441	4.6
325	1	64461	4.9
325	1	66499	5.2
325	1	66489	5.7
325	1	64119	6.2
325	1	64491	6.6
325	1	64081	6.8
325	1	64091	7.1
325	1	66491	7.4
325	1	64469	7.7
325	1	64449	8.1
325	1	64439	8.3
325	1	64361	8.6
325	1	64031	9
325	1	64429	9.5
325	1	64381	10
325	1	64391	10.3
325	1	63351	10.6
325	1	63341	11
325	1	63061	11.4
325	1	64011	11.6
325	1	64009	12.3
329	1	64009	0
329	1	64551	0.3
329	1	64529	0.5
329	1	64339	0.8
329	1	64411	1.1
329	1	64479	1.4
329	1	64081	1.9
329	1	64091	2.2
329	1	66541	2.5
329	1	66589	2.9
329	1	66579	3.2
329	1	66569	3.7
329	1	66549	4.1
329	1	64099	4.4
329	1	64089	4.7
329	1	64481	4.9
329	1	64471	5.2
329	1	64419	5.6
329	1	64331	6
329	1	64521	6.3
329	1	64559	6.5
329	1	64009	6.8
33	1	84009	0
33	1	84029	0.7
33	1	84019	1
33	1	83099	1.5
33	1	83079	1.9
33	1	83059	2.3
33	1	83049	2.5
33	1	83149	2.8
33	1	83159	3.1
33	1	83169	3.4
33	1	82179	3.7
33	1	82159	4.2
33	1	82149	4.5
33	1	82139	4.9
33	1	82129	5.2
33	1	81199	5.9
33	1	81189	6.2
33	1	81179	6.7
33	1	80141	7.3
33	1	80111	7.9
33	1	80049	8.3
33	1	80039	8.5
33	1	80029	9
33	1	1319	9.5
33	1	1219	9.9
33	1	1129	10.2
33	1	1059	10.6
33	1	1119	10.8
33	1	1019	11.2
33	1	4159	11.5
33	1	4149	11.8
33	1	4229	12.1
33	1	4239	12.3
33	1	5059	12.6
33	1	5049	12.8
33	1	5039	13.2
33	1	5019	13.5
33	1	6011	14
33	1	6051	14.6
33	1	10141	14.9
33	1	10151	15.3
33	1	10161	15.5
33	1	10171	15.9
33	1	10181	16.2
33	1	10191	16.4
33	1	10201	16.7
33	1	10281	17.1
33	1	10291	17.5
33	1	11539	17.8
33	1	11529	18.1
33	1	11519	18.4
33	1	18041	19.9
33	1	18131	20.1
33	1	18101	20.9
33	1	18121	21.5
33	1	18119	21.8
33	1	19089	22.3
33	1	19079	22.6
33	1	19069	23
33	1	19059	23.4
33	1	17099	23.7
33	1	16159	24.5
33	1	16149	24.8
33	1	16009	25.2
33	2	16009	0
33	2	16131	0.2
33	2	16141	0.5
33	2	16151	0.8
33	2	19051	2.1
33	2	19061	2.6
